SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
355,1,W11709431686395-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32037189,76.512575,36,21,5_10,16,Good,Ward 1,Pravin More,Private,Good,Yes
356,1,W11709431690928-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32041429,76.51237048,52,30,5_10,23,Good,Ward 1,Pravin More,Private,Good,Yes
357,1,W11709431704924-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31869341,76.51122753,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
358,1,W11709431706595-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3187472,76.51106961,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good,Yes
359,1,W11709431712098-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31887218,76.51083726,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good,Yes
360,1,W11709431715666-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31889907,76.51061833,52,30,5_10,23,Good,Ward 1,Pravin More,Private,Good,Yes
361,1,W11709431716790-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31901835,76.51049025,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good,Yes
362,1,W11709431719165-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31904556,76.51039671,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good,Yes
363,1,W11709431734836-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31925059,76.5101248,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
364,1,W11709431737901-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31942777,76.50957294,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good,Yes
365,1,W11709431738630-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31951256,76.50948342,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
366,1,W11709431740306-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31986883,76.50897648,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good,Yes
367,1,W11709431741731-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31986123,76.50886316,34,19,5_10,15,Good,Ward 1,Pravin More,Private,Good,Yes
368,1,W11709431754755-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31991344,76.50866836,41,23,5_10,18,Good,Ward 1,Pravin More,Private,Good,Yes
369,1,W11709431760409-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31985807,76.50857951,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
370,1,W11709431761386-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31977834,76.50853794,59,34,5_10,26,Good,Ward 1,Pravin More,Private,Good,Yes
371,1,W11709431767000-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32022256,76.50701109,55,31,5_10,25,Good,Ward 1,Pravin More,Private,Good,Yes
372,1,W11709431767515-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32011783,76.50696784,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good,Yes
373,1,W11709431769196-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31999001,76.50691386,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
374,1,W11709431770684-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199049,76.50688972,58,33,5_10,26,Good,Ward 1,Pravin More,Private,Good,Yes
375,1,W11709431773727-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31985237,76.50689106,37,21,5_10,17,Good,Ward 1,Pravin More,Private,Good,Yes
376,1,W11709431774572-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31974575,76.50683608,61,35,5_10,27,Good,Ward 1,Pravin More,Private,Good,Yes
377,1,W11709431775959-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31963944,76.50677036,51,29,5_10,23,Good,Ward 1,Pravin More,Private,Good,Yes
378,1,W11709431779139-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3195094,76.50674455,70,40,5_10,31,Good,Ward 1,Pravin More,Private,Good,Yes
379,1,W11709431780451-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3196812,76.50661446,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good,Yes
380,1,W11709431783867-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31949073,76.50701847,67,38,5_10,30,Good,Ward 1,Pravin More,Private,Good,Yes
381,1,W11709431785431-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3193955,76.50725685,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good,Yes
382,1,W11709431786103-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.319411,76.50739364,70,40,5_10,31,Good,Ward 1,Pravin More,Private,Good,Yes
383,1,W11709431792748-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31941068,76.50670297,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good,Yes
384,1,W11709431793290-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31934266,76.5066443,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good,Yes
385,1,W11709431795835-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31891457,76.50649376,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good,Yes
386,1,W11709431802360-h9mUY,Neem Tree,Azadirachta indica,19.31914618,76.51032731,30,17,10_50,13,Good,Ward 1,Pravin More,Private,Good,Yes
387,1,W11709431806823-h9mUY,Neem Tree,Azadirachta indica,19.31865291,76.51134722,61,35,10_50,27,Good,Ward 1,Pravin More,Private,Good,Yes
388,1,W11709431823999-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199359,76.50848463,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good,Yes
389,1,W11709431824586-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199957,76.50830291,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good,Yes
390,1,W11709431866709-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32000329,76.50824256,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good,Yes
391,1,W11709431868425-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.320071,76.50807124,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good,Yes
392,1,W11709431868823-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32008587,76.50802027,64,37,5_10,29,Good,Ward 1,Pravin More,Private,Good,Yes
393,1,W11709431870523-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32011467,76.50792304,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good,Yes
394,1,W11709431871111-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32014915,76.50784392,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good,Yes
395,1,W11709431872981-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32017383,76.5077829,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
396,1,W11709431886578-h9mUY,Sag Tree,Tectona grandis,19.31969481,76.50851246,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good,Yes
397,1,W11709431925244-h9mUY,Neem Tree,Azadirachta indica,19.31910315,76.5089443,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good,Yes
398,1,W11709431926260-h9mUY,Neem Tree,Azadirachta indica,19.3190984,76.50886618,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good,Yes
399,1,W11709431935810-h9mUY,Neem Tree,Azadirachta indica,19.31922623,76.50878739,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
400,1,W11709431938809-h9mUY,Neem Tree,Azadirachta indica,19.31890034,76.50933892,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good,Yes
401,1,W11709431942609-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32106353,76.51166037,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good,Yes
402,1,W11709431943814-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.3212676,76.511769,47,27,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
403,1,W11709431946408-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32134354,76.51184779,65,37,5_10,29,Good,Ward 1,Pravin More,Private,Good,Yes
404,1,W11709431960908-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32149351,76.51193261,57,33,5_10,26,Good,Ward 1,Pravin More,Private,Good,Yes
405,1,W11709431975690-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32221109,76.51156783,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
406,1,W11709431979283-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32247527,76.51086308,41,23,5_10,18,Good,Ward 1,Pravin More,Private,Good,Yes
407,1,W11709431980456-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32240978,76.5111541,44,25,5_10,20,Good,Ward 1,Pravin More,Private,Good,Yes
408,1,W11709431981190-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32247211,76.51101328,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
409,1,W11709431981620-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3187896,76.50959473,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good,Yes
410,1,W11709431982680-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31906486,76.50970034,32,18,5_10,14,Good,Ward 1,Pravin More,Private,Good,Yes
411,1,W11709431983659-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32199689,76.51094723,39,22,5_10,17,Good,Ward 1,Pravin More,Private,Good,Yes
412,1,W11709431984446-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32184091,76.51099652,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good,Yes
413,1,W11709431985798-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31861779,76.51018146,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good,Yes
414,1,W11709431985933-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32172163,76.51097305,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good,Yes
415,1,W11709431986417-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32162544,76.51106793,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good,Yes
416,1,W11709431987301-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32155615,76.51102401,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good,Yes
417,1,W11709431988134-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31878422,76.51040409,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good,Yes
418,1,W11709431988773-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32145111,76.5110096,50,29,5_10,22,Good,Ward 1,Pravin More,Private,Good,Yes
419,1,W11709431988784-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31880827,76.51046544,59,34,5_10,26,Good,Ward 1,Pravin More,Private,Good,Yes
420,1,W11709431994470-MZ1ci,Neem Tree,Azadirachta indica,19.32006436,76.50815103,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good,Yes
421,1,W11709431995762-MZ1ci,Neem Tree,Azadirachta indica,19.3202659,76.50762565,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good,Yes
422,1,W11709431996687-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3188649,76.510562,51,29,5_10,23,Good,Ward 1,Pravin More,Private,Good,Yes
