SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
2538,11,W111709383174696-h9mUY,Mosambi tree,Citrus limetta,19.30034986,76.47890154,40,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2539,11,W111709383175752-h9mUY,Mosambi tree,Citrus limetta,19.30034701,76.47893373,32,20,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2540,11,W111709383176994-h9mUY,Mosambi tree,Citrus limetta,19.30031631,76.47897094,32,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2541,11,W111709383178017-h9mUY,Mosambi tree,Citrus limetta,19.30032644,76.47901185,33,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2542,11,W111709383179308-h9mUY,Mosambi tree,Citrus limetta,19.30030461,76.47905543,40,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2543,11,W111709383180827-h9mUY,Mosambi tree,Citrus limetta,19.3002929,76.47909097,40,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2544,11,W111709383181753-h9mUY,Mosambi tree,Citrus limetta,19.30029227,76.4791188,35,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2545,11,W111709383183090-h9mUY,Mosambi tree,Citrus limetta,19.30032138,76.47916976,34,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2546,11,W111709383207261-h9mUY,Mosambi tree,Citrus limetta,19.30028562,76.47925995,38,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2547,11,W111709383209030-h9mUY,Mosambi tree,Citrus limetta,19.30028942,76.47928979,33,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2548,11,W111709383209907-h9mUY,Mosambi tree,Citrus limetta,19.30028246,76.4793032,38,20,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2549,11,W111709383214818-h9mUY,Mosambi tree,Citrus limetta,19.30027075,76.4793364,39,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2550,11,W111709383215864-h9mUY,Mosambi tree,Citrus limetta,19.30021126,76.47936724,30,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2551,11,W111709383220749-h9mUY,Mosambi tree,Citrus limetta,19.30026031,76.47921268,33,21,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2552,11,W111709383224242-h9mUY,Mosambi tree,Citrus limetta,19.3002467,76.47924017,39,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2553,11,W111709383225056-h9mUY,Mosambi tree,Citrus limetta,19.30023942,76.479268,31,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2554,11,W111709383225874-h9mUY,Mosambi tree,Citrus limetta,19.30023246,76.47929549,30,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2555,11,W111709383226721-h9mUY,Mosambi tree,Citrus limetta,19.30022012,76.47932634,38,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2556,11,W111709383229185-h9mUY,Mosambi tree,Citrus limetta,19.30026379,76.47918284,34,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2557,11,W111709383233366-h9mUY,Mosambi tree,Citrus limetta,19.30032359,76.47879425,30,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2558,11,W111709383234219-h9mUY,Mosambi tree,Citrus limetta,19.30031252,76.47882778,33,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2559,11,W111709383235032-h9mUY,Mosambi tree,Citrus limetta,19.30030461,76.47885628,33,21,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2560,11,W111709383239113-h9mUY,Mosambi tree,Citrus limetta,19.30028784,76.47890523,33,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2561,11,W111709383239369-baw6S,Gum Arabic Tree,Vachellia nilotica,19.30024891,76.47820417,45,33,10_50,26,Good,Ward 11,Amol Londhe,Private,Good,Yes
2562,11,W111709383241196-h9mUY,Mosambi tree,Citrus limetta,19.3002679,76.47895854,39,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2563,11,W111709383242121-h9mUY,Mosambi tree,Citrus limetta,19.3002622,76.47899039,36,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2564,11,W111709383243787-h9mUY,Mosambi tree,Citrus limetta,19.30023404,76.47907689,38,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2565,11,W111709383245185-h9mUY,Mosambi tree,Citrus limetta,19.3002236,76.47910539,35,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2566,11,W111709383249369-h9mUY,Mosambi tree,Citrus limetta,19.3002198,76.47913791,30,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2567,11,W111709383254789-h9mUY,Mosambi tree,Citrus limetta,19.30020303,76.47920027,36,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2568,11,W111709383255822-h9mUY,Mosambi tree,Citrus limetta,19.30021126,76.47916541,37,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2569,11,W111709383258122-h9mUY,Mosambi tree,Citrus limetta,19.30019354,76.47922643,34,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2570,11,W111709383259039-h9mUY,Mosambi tree,Citrus limetta,19.30018594,76.47925727,37,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2571,11,W111709383264258-h9mUY,Mosambi tree,Citrus limetta,19.30016348,76.47931527,39,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2572,11,W111709383277221-h9mUY,Mosambi tree,Citrus limetta,19.30010177,76.47933707,31,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2573,11,W111709383278264-h9mUY,Mosambi tree,Citrus limetta,19.30011095,76.47930287,33,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2574,11,W111709383280311-h9mUY,Mosambi tree,Citrus limetta,19.30014924,76.47918586,38,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2575,11,W111709383281194-h9mUY,Mosambi tree,Citrus limetta,19.30016221,76.47915334,36,20,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2576,11,W111709383292070-h9mUY,Mosambi tree,Citrus limetta,19.30018911,76.47904605,39,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2577,11,W111709383293251-h9mUY,Mosambi tree,Citrus limetta,19.30016411,76.47912215,30,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2578,11,W111709383294582-h9mUY,Mosambi tree,Citrus limetta,19.3001755,76.47907589,38,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2579,11,W111709383296825-h9mUY,Mosambi tree,Citrus limetta,19.30019892,76.47901151,31,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2580,11,W111709383298856-h9mUY,Mosambi tree,Citrus limetta,19.30020398,76.47897765,38,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2581,11,W111709383299860-h9mUY,Mosambi tree,Citrus limetta,19.30021695,76.4789639,36,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2582,11,W111709383301543-h9mUY,Mosambi tree,Citrus limetta,19.30022676,76.47892367,32,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2583,11,W111709383306042-h9mUY,Mosambi tree,Citrus limetta,19.30027455,76.47878889,31,23,5_10,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2584,11,W111709383306932-h9mUY,Mosambi tree,Citrus limetta,19.30025429,76.47881035,36,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2585,11,W111709383307847-h9mUY,Mosambi tree,Citrus limetta,19.30024733,76.47884253,38,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2586,11,W111709383309778-h9mUY,Mosambi tree,Citrus limetta,19.30024322,76.47887338,33,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2587,11,W111709383314363-h9mUY,Mosambi tree,Citrus limetta,19.30018911,76.47889081,33,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2588,11,W111709383317438-h9mUY,Mosambi tree,Citrus limetta,19.30021347,76.47877347,32,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2589,11,W111709383318272-h9mUY,Mosambi tree,Citrus limetta,19.30020272,76.47881202,30,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2590,11,W111709383320097-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29816835,76.48606371,46,17,10_50,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2591,11,W111709383320893-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29811044,76.48628097,43,34,10_50,26,Good,Ward 11,Amol Londhe,Private,Good,Yes
2592,11,W111709383321534-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29796108,76.48613881,42,38,10_50,30,Good,Ward 11,Amol Londhe,Private,Good,Yes
2593,11,W111709383323382-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29793419,76.48595709,35,30,10_50,24,Good,Ward 11,Amol Londhe,Private,Good,Yes
2594,11,W111709383323696-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29797311,76.48602448,70,19,10_50,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2595,11,W111709383324999-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29780824,76.48576196,63,38,10_50,30,Good,Ward 11,Amol Londhe,Private,Good,Yes
2596,11,W111709383334341-h9mUY,Mosambi tree,Citrus limetta,19.30018974,76.47885662,31,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2597,11,W111709383335905-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29819019,76.48638859,48,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2598,11,W111709383336264-baw6S,Gum Arabic Tree,Vachellia nilotica,19.2981867,76.48628466,56,30,10_50,23,Good,Ward 11,Amol Londhe,Private,Good,Yes
2599,11,W111709383340123-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29834334,76.48599163,44,19,10_50,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2600,11,W111709383341182-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29839492,76.48592122,51,34,10_50,27,Good,Ward 11,Amol Londhe,Private,Good,Yes
2601,11,W111709383342443-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29817025,76.48590177,70,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2602,11,W111709383344985-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29805443,76.48600101,42,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2603,11,W111709383346239-h9mUY,Mosambi tree,Citrus limetta,19.30017677,76.47891629,40,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2604,11,W111709383346356-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29772724,76.48593765,52,29,10_50,23,Good,Ward 11,Amol Londhe,Private,Good,Yes
2605,11,W111709383347940-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29778388,76.48625214,47,38,10_50,30,Good,Ward 11,Amol Londhe,Private,Good,Yes
2606,11,W111709383349027-h9mUY,Mosambi tree,Citrus limetta,19.30016886,76.47894479,31,21,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2607,11,W111709383350218-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29771869,76.48629136,64,39,10_50,31,Good,Ward 11,Amol Londhe,Private,Good,Yes
2608,11,W111709383351208-h9mUY,Mosambi tree,Citrus limetta,19.30015905,76.47897094,33,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2609,11,W111709383352124-h9mUY,Mosambi tree,Citrus limetta,19.30014766,76.47899944,30,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2610,11,W111709383352562-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29739751,76.48615055,48,30,10_50,23,Good,Ward 11,Amol Londhe,Private,Good,Yes
2611,11,W111709383353184-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29757851,76.48626722,44,22,10_50,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2612,11,W111709383353646-h9mUY,Mosambi tree,Citrus limetta,19.30014481,76.47903096,40,20,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2613,11,W111709383354521-h9mUY,Mosambi tree,Citrus limetta,19.30013215,76.47905577,30,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2614,11,W111709383355992-h9mUY,Mosambi tree,Citrus limetta,19.30012551,76.47908393,31,20,5_10,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2615,11,W111709383356197-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29804114,76.48558225,68,26,10_50,20,Good,Ward 11,Amol Londhe,Private,Good,Yes
2616,11,W111709383357944-h9mUY,Mosambi tree,Citrus limetta,19.30010937,76.47912148,38,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2617,11,W111709383358815-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29797343,76.48561344,34,19,10_50,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2618,11,W111709383361560-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29843954,76.48570161,60,17,10_50,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2619,11,W111709383364778-h9mUY,Mosambi tree,Citrus limetta,19.30009038,76.47917747,38,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2620,11,W111709383367034-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29841074,76.48530364,46,38,10_50,30,Good,Ward 11,Amol Londhe,Private,Good,Yes
2621,11,W111709383369872-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29797469,76.48540422,36,26,10_50,21,Good,Ward 11,Amol Londhe,Private,Good,Yes
2622,11,W111709383370040-h9mUY,Mosambi tree,Citrus limetta,19.30007108,76.47923313,32,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2623,11,W111709383371541-h9mUY,Mosambi tree,Citrus limetta,19.30005969,76.47926264,30,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2624,11,W111709383371562-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29789368,76.48532677,33,36,10_50,28,Good,Ward 11,Amol Londhe,Private,Good,Yes
2625,11,W111709383372034-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29778768,76.48538411,62,39,10_50,31,Good,Ward 11,Amol Londhe,Private,Good,Yes
2626,11,W111709383372322-h9mUY,Mosambi tree,Citrus limetta,19.30005905,76.4792965,39,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2627,11,W111709383375914-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29780919,76.48547798,43,31,10_50,24,Good,Ward 11,Amol Londhe,Private,Good,Yes
2628,11,W111709383376779-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29775508,76.48550816,47,21,10_50,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2629,11,W111709383378337-h9mUY,Mosambi tree,Citrus limetta,19.30015652,76.47876576,37,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2630,11,W111709383379237-h9mUY,Mosambi tree,Citrus limetta,19.30014734,76.47879492,35,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2631,11,W111709383379425-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29773008,76.48519702,65,33,10_50,26,Good,Ward 11,Amol Londhe,Private,Good,Yes
2632,11,W111709383380448-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29775983,76.48517791,38,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2633,11,W111709383381240-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29772217,76.48523156,54,35,10_50,28,Good,Ward 11,Amol Londhe,Private,Good,Yes
2634,11,W111709383383931-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29778135,76.48513198,66,33,10_50,26,Good,Ward 11,Amol Londhe,Private,Good,Yes
2635,11,W111709383384849-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29774148,76.48509711,43,17,10_50,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2636,11,W111709383386335-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29776521,76.48502368,48,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2637,11,W111709383392093-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29792185,76.48486275,68,23,10_50,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2638,11,W111709383393011-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29789242,76.48496501,52,25,10_50,20,Good,Ward 11,Amol Londhe,Private,Good,Yes
2639,11,W111709383399034-h9mUY,Mosambi tree,Citrus limetta,19.30012867,76.47884354,34,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2640,11,W111709383399081-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29864649,76.4843243,47,37,10_50,29,Good,Ward 11,Amol Londhe,Private,Good,Yes
2641,11,W111709383400629-h9mUY,Mosambi tree,Citrus limetta,19.30012645,76.47887237,35,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2642,11,W111709383401564-h9mUY,Mosambi tree,Citrus limetta,19.30012013,76.47890221,37,17,5_10,13,Good,Ward 11,Amol Londhe,Private,Good,Yes
2643,11,W111709383403140-h9mUY,Mosambi tree,Citrus limetta,19.30010589,76.47893507,35,18,5_10,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2644,11,W111709383403973-h9mUY,Mosambi tree,Citrus limetta,19.30010272,76.47896424,31,21,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2645,11,W111709383407629-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29857909,76.48419153,35,18,10_50,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2646,11,W111709383408577-baw6S,Gum Arabic Tree,Vachellia nilotica,19.2984715,76.48410603,63,27,10_50,21,Good,Ward 11,Amol Londhe,Private,Good,Yes
2647,11,W111709383409569-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29836359,76.48417041,39,40,10_50,31,Good,Ward 11,Amol Londhe,Private,Good,Yes
2648,11,W111709383410381-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29844523,76.48427702,42,35,10_50,27,Good,Ward 11,Amol Londhe,Private,Good,Yes
2649,11,W111709383415886-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29817246,76.48368258,35,31,10_50,24,Good,Ward 11,Amol Londhe,Private,Good,Yes
2650,11,W111709383421247-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29801773,76.48385592,63,25,10_50,19,Good,Ward 11,Amol Londhe,Private,Good,Yes
2651,11,W111709383423007-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29800602,76.4841124,70,23,10_50,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2652,11,W111709383429372-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29797564,76.48401417,48,21,10_50,16,Good,Ward 11,Amol Londhe,Private,Good,Yes
2653,11,W111709383431089-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29789558,76.48421634,60,18,10_50,14,Good,Ward 11,Amol Londhe,Private,Good,Yes
2654,11,W111709383435496-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29794368,76.48454525,51,24,10_50,19,Good,Ward 11,Amol Londhe,Private,Good,Yes
2655,11,W111709383436333-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29781426,76.48434944,43,28,10_50,22,Good,Ward 11,Amol Londhe,Private,Good,Yes
2656,11,W111709383438066-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29766173,76.48451105,68,35,10_50,28,Good,Ward 11,Amol Londhe,Private,Good,Yes
2657,11,W111709383438624-h9mUY,Mosambi tree,Citrus limetta,19.30007994,76.47902358,36,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2658,11,W111709383438820-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29757756,76.48455027,41,36,10_50,28,Good,Ward 11,Amol Londhe,Private,Good,Yes
2659,11,W111709383439594-h9mUY,Mosambi tree,Citrus limetta,19.30007361,76.47905242,32,22,5_10,17,Good,Ward 11,Amol Londhe,Private,Good,Yes
2660,11,W111709383440900-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29735416,76.48388978,44,23,10_50,18,Good,Ward 11,Amol Londhe,Private,Good,Yes
2661,11,W111709383441825-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29736745,76.48425288,65,38,10_50,30,Good,Ward 11,Amol Londhe,Private,Good,Yes
2662,11,W111709383443873-h9mUY,Mosambi tree,Citrus limetta,19.30005557,76.47911008,33,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
2663,11,W111709383448081-h9mUY,Mosambi tree,Citrus limetta,19.30003406,76.47916574,30,19,5_10,15,Good,Ward 11,Amol Londhe,Private,Good,Yes
