SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
55,6,W61709470477738-akK0O,Subabul Tree,Leucaena leucocephala,19.30166843,76.49683379,69,39,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
56,6,W61709470478390-akK0O,Subabul Tree,Leucaena leucocephala,19.30165609,76.49673454,57,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
57,6,W61709470478781-akK0O,Subabul Tree,Leucaena leucocephala,19.30176431,76.49681401,58,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
58,6,W61709470479519-akK0O,Subabul Tree,Leucaena leucocephala,19.30170545,76.49679992,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
59,6,W61709470479871-akK0O,Subabul Tree,Leucaena leucocephala,19.30163425,76.49679925,41,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
60,6,W61709470535655-akK0O,Peepal Tree,Ficus religiosa,19.30155072,76.49699774,41,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
61,6,W61709470536326-akK0O,Peepal Tree,Ficus religiosa,19.30160135,76.49700008,43,25,10_50,19,Good,Ward 6,Bhau Maharnavar,Private,Good
62,6,W61709470544232-akK0O,Subabul Tree,Leucaena leucocephala,19.30153489,76.49696253,35,20,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
63,6,W61709470560455-akK0O,Peepal Tree,Ficus religiosa,19.30160293,76.49719991,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
64,6,W61709470583767-akK0O,Neem Tree,Azadirachta indica,19.30119536,76.49728306,59,34,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
65,6,W61709470584208-akK0O,Neem Tree,Azadirachta indica,19.30113366,76.49734106,39,22,10_50,17,Good,Ward 6,Bhau Maharnavar,Private,Good
66,6,W61709470584718-akK0O,Neem Tree,Azadirachta indica,19.30110265,76.49731122,55,31,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
67,6,W61709470585133-akK0O,Neem Tree,Azadirachta indica,19.30115581,76.49725791,34,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
68,6,W61709470615217-akK0O,Neem Tree,Azadirachta indica,19.30103303,76.49742991,59,34,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
69,6,W61709470643251-akK0O,Indian-almond Tree,Terminalia catappa,19.30115011,76.49768405,57,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
70,6,W61709470703990-akK0O,Curry Tree,Murraya koenigii,19.30107259,76.49800826,50,29,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
71,6,W61709470727257-akK0O,Neem Tree,Azadirachta indica,19.30142414,76.49803173,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
72,6,W61709470734495-akK0O,Subabul Tree,Leucaena leucocephala,19.30139851,76.49809744,33,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
73,6,W61709470782030-akK0O,Neem Tree,Azadirachta indica,19.30149914,76.49812158,56,32,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
74,6,W61709470783338-akK0O,Neem Tree,Azadirachta indica,19.30134978,76.49817657,69,39,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
75,6,W61709470784766-akK0O,Neem Tree,Azadirachta indica,19.30138649,76.4982567,36,21,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
76,6,W61709470785482-akK0O,Neem Tree,Azadirachta indica,19.30145579,76.49827078,66,38,10_50,30,Good,Ward 6,Bhau Maharnavar,Private,Good
77,6,W61709470800223-akK0O,Neem Tree,Azadirachta indica,19.30165482,76.4984059,45,26,10_50,20,Good,Ward 6,Bhau Maharnavar,Private,Good
78,6,W61709470800679-akK0O,Neem Tree,Azadirachta indica,19.30177791,76.49838679,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
79,6,W61709470801068-akK0O,Neem Tree,Azadirachta indica,19.30184405,76.49827749,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
80,6,W61709470802522-akK0O,Neem Tree,Azadirachta indica,19.30191335,76.49809577,35,20,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
81,6,W61709470816328-akK0O,Indian-almond Tree,Terminalia catappa,19.30188835,76.49792612,65,37,10_50,29,Good,Ward 6,Bhau Maharnavar,Private,Good
82,6,W61709470850289-akK0O,Babhul Tree,Vachellia nilotica,19.30164375,76.49802368,68,39,10_50,30,Good,Ward 6,Bhau Maharnavar,Private,Good
83,6,W61709470850840-akK0O,Babhul Tree,Vachellia nilotica,19.30156749,76.49799451,68,39,10_50,30,Good,Ward 6,Bhau Maharnavar,Private,Good
84,6,W61709470851391-akK0O,Babhul Tree,Vachellia nilotica,19.30165356,76.49799049,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
85,6,W61709470851897-akK0O,Babhul Tree,Vachellia nilotica,19.30155768,76.49795629,60,34,10_50,27,Good,Ward 6,Bhau Maharnavar,Private,Good
86,6,W61709470852370-akK0O,Babhul Tree,Vachellia nilotica,19.30162444,76.49794489,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
87,6,W61709470852987-akK0O,Babhul Tree,Vachellia nilotica,19.30160324,76.49799049,54,31,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
88,6,W61709470860648-akK0O,Babhul Tree,Vachellia nilotica,19.30157034,76.4978205,61,35,10_50,27,Good,Ward 6,Bhau Maharnavar,Private,Good
89,6,W61709470861719-akK0O,Babhul Tree,Vachellia nilotica,19.30159502,76.4977273,55,31,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
90,6,W61709470862904-akK0O,Babhul Tree,Vachellia nilotica,19.30159565,76.49769243,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
91,6,W61709470863441-akK0O,Babhul Tree,Vachellia nilotica,19.30166337,76.49768606,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
92,6,W61709470863879-akK0O,Babhul Tree,Vachellia nilotica,19.30161147,76.49765588,42,24,10_50,19,Good,Ward 6,Bhau Maharnavar,Private,Good
93,6,W61709470864436-akK0O,Babhul Tree,Vachellia nilotica,19.30167507,76.49764683,59,34,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
94,6,W61709470864837-akK0O,Babhul Tree,Vachellia nilotica,19.30157825,76.49762571,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
95,6,W61709470865228-akK0O,Babhul Tree,Vachellia nilotica,19.30168647,76.49761196,57,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
96,6,W61709470869298-akK0O,Babhul Tree,Vachellia nilotica,19.30163615,76.49762236,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
97,6,W61709470870970-akK0O,Babhul Tree,Vachellia nilotica,19.30169533,76.49758648,46,26,10_50,21,Good,Ward 6,Bhau Maharnavar,Private,Good
98,6,W61709470874765-akK0O,Babhul Tree,Vachellia nilotica,19.30171399,76.49767198,31,18,10_50,14,Good,Ward 6,Bhau Maharnavar,Private,Good
99,6,W61709470875608-akK0O,Babhul Tree,Vachellia nilotica,19.30173551,76.49764583,37,21,10_50,17,Good,Ward 6,Bhau Maharnavar,Private,Good
100,6,W61709470899539-akK0O,Bel Tree,Aegle marmelos,19.3015099,76.49777625,57,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
101,6,W61709470907124-akK0O,Indian-almond Tree,Terminalia catappa,19.30143554,76.49777759,39,22,10_50,17,Good,Ward 6,Bhau Maharnavar,Private,Good
102,6,W61709470929944-akK0O,Burflower-tree,Neolamarckia cadamba,19.3013675,76.49789494,39,22,10_50,17,Good,Ward 6,Bhau Maharnavar,Private,Good
103,6,W61709470942067-akK0O,Neem Tree,Azadirachta indica,19.30157761,76.49825066,49,28,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
104,6,W61709470949079-akK0O,Neem Tree,Azadirachta indica,19.30176083,76.49791941,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
105,6,W61709470949692-akK0O,Neem Tree,Azadirachta indica,19.30174943,76.49787113,46,26,10_50,21,Good,Ward 6,Bhau Maharnavar,Private,Good
106,6,W61709470950148-akK0O,Neem Tree,Azadirachta indica,19.30181778,76.49784196,33,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
107,6,W61709470950717-akK0O,Neem Tree,Azadirachta indica,19.30176336,76.49781413,34,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
108,6,W61709470951234-akK0O,Neem Tree,Azadirachta indica,19.30183519,76.49779167,69,39,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
109,6,W61709470951819-akK0O,Neem Tree,Azadirachta indica,19.30178899,76.49775311,49,28,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
110,6,W61709471029083-akK0O,Neem Tree,Azadirachta indica,19.30183804,76.49761464,43,25,10_50,19,Good,Ward 6,Bhau Maharnavar,Private,Good
111,6,W61709471031223-akK0O,Neem Tree,Azadirachta indica,19.30184848,76.49727233,36,21,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
112,6,W61709471116011-akK0O,Palm tree,Arecaceae,19.3018874,76.49809074,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
113,6,W61709471127126-akK0O,Neem Tree,Azadirachta indica,19.30200036,76.49805654,34,19,5_10,15,Good,Ward 6,Bhau Maharnavar,Private,Good
114,6,W61709471168484-akK0O,Netted custard apple,Annona reticulata,19.30198169,76.49822015,69,39,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
115,6,W61709471179669-akK0O,Netted custard apple,Annona reticulata,19.30194784,76.4977216,35,20,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
116,6,W61709471191708-akK0O,Peepal Tree,Ficus religiosa,19.30228958,76.49781045,50,29,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
117,6,W61709471195445-akK0O,Peepal Tree,Ficus religiosa,19.30214592,76.49789058,64,37,10_50,29,Good,Ward 6,Bhau Maharnavar,Private,Good
118,6,W61709471247213-akK0O,Neem Tree,Azadirachta indica,19.30236616,76.4982691,49,28,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
119,6,W61709471255480-akK0O,Subabul Tree,Leucaena leucocephala,19.30235034,76.49811689,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
120,6,W61709471256266-akK0O,Subabul Tree,Leucaena leucocephala,19.30234622,76.49805084,32,18,10_50,14,Good,Ward 6,Bhau Maharnavar,Private,Good
121,6,W61709471256849-akK0O,Subabul Tree,Leucaena leucocephala,19.30239685,76.4980847,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
122,6,W61709471257451-akK0O,Subabul Tree,Leucaena leucocephala,19.30226522,76.4981417,36,21,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
123,6,W61709471257855-akK0O,Subabul Tree,Leucaena leucocephala,19.30229085,76.49822351,34,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
124,6,W61709471259091-akK0O,Subabul Tree,Leucaena leucocephala,19.30219054,76.49828419,54,31,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
125,6,W61709471259627-akK0O,Subabul Tree,Leucaena leucocephala,19.3021706,76.49833918,69,39,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
126,6,W61709471260426-akK0O,Subabul Tree,Leucaena leucocephala,19.30221142,76.49821345,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
127,6,W61709471261258-akK0O,Subabul Tree,Leucaena leucocephala,19.3021513,76.49824865,62,35,10_50,28,Good,Ward 6,Bhau Maharnavar,Private,Good
128,6,W61709471267667-akK0O,Neem Tree,Azadirachta indica,19.30231078,76.49825972,44,25,10_50,20,Good,Ward 6,Bhau Maharnavar,Private,Good
129,6,W61709471268254-akK0O,Neem Tree,Azadirachta indica,19.30236141,76.49818361,63,36,10_50,28,Good,Ward 6,Bhau Maharnavar,Private,Good
130,6,W61709471269671-akK0O,Neem Tree,Azadirachta indica,19.30222629,76.4982453,49,28,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
131,6,W61709471270218-akK0O,Neem Tree,Azadirachta indica,19.30222186,76.49814505,55,31,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
132,6,W61709471270920-akK0O,Neem Tree,Azadirachta indica,19.302213,76.49830766,55,31,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
133,6,W61709471271638-akK0O,Neem Tree,Azadirachta indica,19.30214782,76.49828821,50,29,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
134,6,W61709471272205-akK0O,Neem Tree,Azadirachta indica,19.30229749,76.49833415,41,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
135,6,W61709471273933-akK0O,Neem Tree,Azadirachta indica,19.30239242,76.49820808,67,38,10_50,30,Good,Ward 6,Bhau Maharnavar,Private,Good
136,6,W61709471275018-akK0O,Neem Tree,Azadirachta indica,19.3024883,76.49821009,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
137,6,W61709471284082-akK0O,Indian-almond Tree,Terminalia catappa,19.30240603,76.49797808,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
138,6,W61709471312419-akK0O,Peepal Tree,Ficus religiosa,19.30220098,76.49749361,42,24,10_50,19,Good,Ward 6,Bhau Maharnavar,Private,Good
139,6,W61709471328363-akK0O,Indian-almond Tree,Terminalia catappa,19.30223769,76.49738029,32,18,10_50,14,Good,Ward 6,Bhau Maharnavar,Private,Good
140,6,W61709471337574-akK0O,Neem Tree,Azadirachta indica,19.30228357,76.49742488,62,35,10_50,28,Good,Ward 6,Bhau Maharnavar,Private,Good
141,6,W61709471338471-akK0O,Neem Tree,Azadirachta indica,19.3021282,76.49730351,61,35,10_50,27,Good,Ward 6,Bhau Maharnavar,Private,Good
142,6,W61709471339037-akK0O,Neem Tree,Azadirachta indica,19.30215921,76.4974279,56,32,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
143,6,W61709471340351-akK0O,Neem Tree,Azadirachta indica,19.30206207,76.49735749,41,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
144,6,W61709471346461-akK0O,Babhul Tree,Vachellia nilotica,19.30209498,76.497503,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
145,6,W61709471359335-akK0O,Netted custard apple,Annona reticulata,19.30236521,76.49718281,45,26,10_50,20,Good,Ward 6,Bhau Maharnavar,Private,Good
146,6,W61709471380973-akK0O,Indian-almond Tree,Terminalia catappa,19.30238672,76.49655819,34,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
147,6,W61709471386196-akK0O,Indian-almond Tree,Terminalia catappa,19.30243767,76.49713587,61,35,10_50,27,Good,Ward 6,Bhau Maharnavar,Private,Good
148,6,W61709471394918-akK0O,Neem Tree,Azadirachta indica,19.30218674,76.49698667,52,30,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
149,6,W61709471414018-akK0O,Peepal Tree,Ficus religiosa,19.30256424,76.49650387,32,18,10_50,14,Good,Ward 6,Bhau Maharnavar,Private,Good
150,6,W61709471435897-akK0O,Goolar tree,Ficus racemosa,19.30247532,76.49677511,56,32,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
152,6,W61709471578551-akK0O,shisham Tree,Dalbergia sissoo,19.30228325,76.49673387,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
153,6,W61709471584715-akK0O,shisham Tree,Dalbergia sissoo,19.30222788,76.49672918,67,38,10_50,30,Good,Ward 6,Bhau Maharnavar,Private,Good
154,6,W61709471616344-akK0O,Tamarind Tree,Tamarindus indica,19.30252247,76.49653371,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
155,6,W61709471631944-akK0O,Coconut Tree,Cocos nucifera,19.30253893,76.49624672,35,20,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
156,6,W61709471634035-akK0O,Coconut Tree,Cocos nucifera,19.30248513,76.49625912,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
157,6,W61709471634787-akK0O,Coconut Tree,Cocos nucifera,19.30252532,76.49627689,58,33,10_50,26,Good,Ward 6,Bhau Maharnavar,Private,Good
158,6,W61709471635665-akK0O,Coconut Tree,Cocos nucifera,19.3025019,76.49620213,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
159,6,W61709471646604-akK0O,Neem Tree,Azadirachta indica,19.3028389,76.4965146,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
164,6,W61709471820895-akK0O,Netted custard apple,Annona reticulata,19.30259588,76.49620581,53,30,10_50,24,Good,Ward 6,Bhau Maharnavar,Private,Good
165,6,W61709471821675-akK0O,Netted custard apple,Annona reticulata,19.30260506,76.49615619,51,29,10_50,23,Good,Ward 6,Bhau Maharnavar,Private,Good
166,6,W61709471822405-akK0O,Netted custard apple,Annona reticulata,19.30263322,76.49615519,32,18,10_50,14,Good,Ward 6,Bhau Maharnavar,Private,Good
167,6,W61709471866906-akK0O,Mango Tree,Mangifera indica,19.30215415,76.49619006,40,23,10_50,18,Good,Ward 6,Bhau Maharnavar,Private,Good
168,6,W61709471877996-akK0O,Neem Tree,Azadirachta indica,19.30206207,76.49607304,63,36,10_50,28,Good,Ward 6,Bhau Maharnavar,Private,Good
169,6,W61709471892154-akK0O,Neem Tree,Azadirachta indica,19.30168552,76.49594866,70,40,10_50,31,Good,Ward 6,Bhau Maharnavar,Private,Good
170,6,W61709471893619-akK0O,Neem Tree,Azadirachta indica,19.30193581,76.49585143,48,27,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
171,6,W61709471896024-akK0O,Neem Tree,Azadirachta indica,19.30196397,76.49607673,48,27,10_50,22,Good,Ward 6,Bhau Maharnavar,Private,Good
172,6,W61709471906878-akK0O,Indian-almond Tree,Terminalia catappa,19.3019915,76.4960935,36,21,10_50,16,Good,Ward 6,Bhau Maharnavar,Private,Good
173,6,W61709471922623-akK0O,Mango Tree,Mangifera indica,19.30216522,76.49607237,55,31,10_50,25,Good,Ward 6,Bhau Maharnavar,Private,Good
174,6,W61709471929328-akK0O,Coconut Tree,Cocos nucifera,19.30209593,76.49602309,33,19,10_50,15,Good,Ward 6,Bhau Maharnavar,Private,Good
175,6,W61709471940423-akK0O,Subabul Tree,Leucaena leucocephala,19.30199625,76.49584606,30,17,10_50,13,Good,Ward 6,Bhau Maharnavar,Private,Good
176,6,W61709471941857-akK0O,Subabul Tree,Leucaena leucocephala,19.30196429,76.49600565,47,27,10_50,21,Good,Ward 6,Bhau Maharnavar,Private,Good
