SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
30,7,W71709435923600-akK0O,Goolar tree,Ficus racemosa,19.29809715,76.49435442,35,20,10_50,16,Good,Ward 7,Bhau Madane,Private,Good
31,7,W71709435932490-akK0O,Sag Tree,Tectona grandis,19.29811835,76.49439767,64,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
32,7,W71709436091380-akK0O,Sag Tree,Tectona grandis,19.29819493,76.49436548,35,20,10_50,16,Good,Ward 7,Bhau Madane,Private,Good
33,7,W71709436129564-akK0O,Neem Tree,Azadirachta indica,19.2986063,76.49410531,46,26,10_50,21,Good,Ward 7,Bhau Madane,Private,Good
34,7,W71709436131916-akK0O,Neem Tree,Azadirachta indica,19.29854016,76.49407681,49,28,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
35,7,W71709436444063-akK0O,Neem Tree,Azadirachta indica,19.29874648,76.49481643,36,21,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
36,7,W71709436455880-akK0O,Jaswand Tree,Hibiscus rosa-sinensis,19.29880186,76.49478324,21,12,2_5,9,Good,Ward 7,Bhau Madane,Private,Good
37,7,W71709436493719-akK0O,Neem Tree,Azadirachta indica,19.29877781,76.49511818,64,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
38,7,W71709436550788-akK0O,Neem Tree,Azadirachta indica,19.29840125,76.49481274,59,34,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
39,7,W71709436552871-akK0O,Neem Tree,Azadirachta indica,19.29837941,76.49475776,65,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
40,7,W71709436553630-akK0O,Neem Tree,Azadirachta indica,19.29841074,76.49472859,57,33,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
41,7,W71709436554522-akK0O,Neem Tree,Azadirachta indica,19.29844903,76.49472155,68,39,10_50,30,Good,Ward 7,Bhau Madane,Private,Good
42,7,W71709436786798-akK0O,Neem Tree,Azadirachta indica,19.29870788,76.49445467,41,23,10_50,18,Good,Ward 7,Bhau Madane,Private,Good
43,7,W71709436810379-akK0O,Indian-almond Tree,Terminalia catappa,19.29857656,76.49470612,42,24,10_50,19,Good,Ward 7,Bhau Madane,Private,Good
44,7,W71709436822481-akK0O,Babhul Tree,Vachellia nilotica,19.29858826,76.49462566,64,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
45,7,W71709437718934-akK0O,Curry Tree,Murraya koenigii,19.2989914,76.49524424,30,17,5_10,13,Good,Ward 7,Bhau Madane,Private,Good
46,7,W71709437732443-akK0O,Indian-almond Tree,Terminalia catappa,19.29913063,76.49529956,36,21,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
47,7,W71709437901100-akK0O,Neem Tree,Azadirachta indica,19.29884869,76.49539009,59,34,10_50,26,Good,Ward 7,Bhau Madane,Government,Good
48,7,W71709437908313-akK0O,Neem Tree,Azadirachta indica,19.29849143,76.49548531,38,22,10_50,17,Good,Ward 7,Bhau Madane,Government,Good
49,7,W71709439847324-akK0O,Shevri Tree,Sesbania sesban,19.29889837,76.49505615,38,22,5_10,17,Good,Ward 7,Bhau Madane,Private,Good
50,7,W71709439848454-akK0O,Shevri Tree,Sesbania sesban,19.29887527,76.49505313,39,22,5_10,17,Good,Ward 7,Bhau Madane,Private,Good
51,7,W71709439849434-akK0O,Shevri Tree,Sesbania sesban,19.29884996,76.49504777,31,18,5_10,14,Good,Ward 7,Bhau Madane,Private,Good
52,7,W71709439860685-akK0O,Shevri Tree,Sesbania sesban,19.29839365,76.49448115,40,23,5_10,18,Good,Ward 7,Bhau Madane,Private,Good
53,7,W71709439872336-akK0O,Shevri Tree,Sesbania sesban,19.29805728,76.49438493,36,21,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
54,7,W71709439876425-akK0O,Shevri Tree,Sesbania sesban,19.29829556,76.4940976,35,20,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
55,7,W71709439877808-akK0O,Shevri Tree,Sesbania sesban,19.29829176,76.49413548,36,21,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
56,7,W71709439878530-akK0O,Shevri Tree,Sesbania sesban,19.29827151,76.49415527,33,19,5_10,15,Good,Ward 7,Bhau Madane,Private,Good
57,7,W71709439926635-akK0O,Neem Tree,Azadirachta indica,19.29843637,76.49440873,62,35,10_50,28,Good,Ward 7,Bhau Madane,Private,Good
58,7,W71709439927534-akK0O,Neem Tree,Azadirachta indica,19.29833353,76.49440002,34,19,10_50,15,Good,Ward 7,Bhau Madane,Private,Good
59,7,W71709439928152-akK0O,Neem Tree,Azadirachta indica,19.29823512,76.49443556,56,32,10_50,25,Good,Ward 7,Bhau Madane,Private,Good
60,7,W71709439929752-akK0O,Neem Tree,Azadirachta indica,19.29818101,76.4944768,41,23,10_50,18,Good,Ward 7,Bhau Madane,Private,Good
61,7,W71709439930125-akK0O,Neem Tree,Azadirachta indica,19.29814588,76.49451166,46,26,10_50,21,Good,Ward 7,Bhau Madane,Private,Good
62,7,W71709439930781-akK0O,Neem Tree,Azadirachta indica,19.29811835,76.49449322,48,27,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
63,7,W71709439931276-akK0O,Neem Tree,Azadirachta indica,19.29815854,76.494454,62,35,10_50,28,Good,Ward 7,Bhau Madane,Private,Good
64,7,W71709439933398-akK0O,Neem Tree,Azadirachta indica,19.29815063,76.49433464,68,39,10_50,30,Good,Ward 7,Bhau Madane,Private,Good
65,7,W71709439934619-akK0O,Neem Tree,Azadirachta indica,19.29809399,76.49427295,48,27,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
66,7,W71709439935025-akK0O,Neem Tree,Azadirachta indica,19.29806076,76.49429809,67,38,10_50,30,Good,Ward 7,Bhau Madane,Private,Good
67,7,W71709439944914-akK0O,Neem Tree,Azadirachta indica,19.29837498,76.49471819,62,35,10_50,28,Good,Ward 7,Bhau Madane,Private,Good
68,7,W71709439946007-akK0O,Neem Tree,Azadirachta indica,19.29833606,76.49474837,52,30,10_50,23,Good,Ward 7,Bhau Madane,Private,Good
69,7,W71709439950605-akK0O,Neem Tree,Azadirachta indica,19.29854238,76.49477351,39,22,10_50,17,Good,Ward 7,Bhau Madane,Private,Good
70,7,W71709463585635-akK0O,Rain Tree,Samanea saman,19.29808165,76.49422266,33,19,5_10,15,Good,Ward 7,Bhau Madane,Private,Good
71,7,W71709463598649-akK0O,Rain Tree,Samanea saman,19.2994072,76.49425015,47,27,10_50,21,Good,Ward 7,Bhau Madane,Private,Good
72,7,W71709464345702-akK0O,Coconut Tree,Cocos nucifera,19.30055364,76.49534583,57,33,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
73,7,W71709464453220-akK0O,Indian-almond Tree,Terminalia catappa,19.3002236,76.49565998,63,36,10_50,28,Good,Ward 7,Bhau Madane,Private,Good
74,7,W71709464464709-akK0O,Peepal Tree,Ficus religiosa,19.3002486,76.49553459,65,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
75,7,W71709464472942-akK0O,Indian-almond Tree,Terminalia catappa,19.30020398,76.49550945,38,22,10_50,17,Good,Ward 7,Bhau Madane,Private,Good
76,7,W71709464602029-akK0O,Peepal Tree,Ficus religiosa,19.30014259,76.49596341,55,31,10_50,25,Good,Ward 7,Bhau Madane,Private,Good
77,7,W71709464642271-akK0O,Neem Tree,Azadirachta indica,19.29977901,76.49600901,42,24,10_50,19,Good,Ward 7,Bhau Madane,Private,Good
78,7,W71709464726036-akK0O,Goolar tree,Ficus racemosa,19.29988153,76.49639759,48,27,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
79,7,W71709464744133-akK0O,Jamun Tree,Syzygium cumini,19.29984894,76.49639055,63,36,10_50,28,Good,Ward 7,Bhau Madane,Private,Good
80,7,W71709464758780-akK0O,Neem Tree,Azadirachta indica,19.29981287,76.49672449,59,34,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
81,7,W71709464759171-akK0O,Neem Tree,Azadirachta indica,19.29983344,76.49667855,58,33,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
82,7,W71709464759706-akK0O,Neem Tree,Azadirachta indica,19.29978787,76.49667989,40,23,10_50,18,Good,Ward 7,Bhau Madane,Private,Good
83,7,W71709464786006-akK0O,Peepal Tree,Ficus religiosa,19.29972332,76.49658937,53,30,10_50,24,Good,Ward 7,Bhau Madane,Private,Good
84,7,W71709464853853-akK0O,Coconut Tree,Cocos nucifera,19.30002804,76.49646264,39,22,10_50,17,Good,Ward 7,Bhau Madane,Private,Good
85,7,W71709464868272-akK0O,Neem Tree,Azadirachta indica,19.30016,76.49645928,50,29,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
86,7,W71709464876926-akK0O,Neem Tree,Azadirachta indica,19.30038435,76.49640799,45,26,10_50,20,Good,Ward 7,Bhau Madane,Private,Good
87,7,W71709464880879-akK0O,Neem Tree,Azadirachta indica,19.30033657,76.49614848,34,19,10_50,15,Good,Ward 7,Bhau Madane,Private,Good
88,7,W71709464881645-akK0O,Neem Tree,Azadirachta indica,19.30039163,76.49627857,49,28,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
89,7,W71709464882281-akK0O,Neem Tree,Azadirachta indica,19.30007456,76.49624202,36,21,10_50,16,Good,Ward 7,Bhau Madane,Private,Good
90,7,W71709464882587-akK0O,Neem Tree,Azadirachta indica,19.30016,76.49615485,50,29,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
91,7,W71709464887488-akK0O,Neem Tree,Azadirachta indica,19.30037739,76.4961173,33,19,10_50,15,Good,Ward 7,Bhau Madane,Private,Good
92,7,W71709464888118-akK0O,Neem Tree,Azadirachta indica,19.30038498,76.49621285,61,35,10_50,27,Good,Ward 7,Bhau Madane,Private,Good
93,7,W71709464889727-akK0O,Neem Tree,Azadirachta indica,19.3002198,76.49640195,43,25,10_50,19,Good,Ward 7,Bhau Madane,Private,Good
94,7,W71709464890430-akK0O,Neem Tree,Azadirachta indica,19.30010146,76.49618536,65,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
95,7,W71709464918091-akK0O,Peepal Tree,Ficus religiosa,19.30015905,76.49640463,58,33,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
96,7,W71709464919115-akK0O,Peepal Tree,Ficus religiosa,19.30022423,76.49647739,45,26,10_50,20,Good,Ward 7,Bhau Madane,Private,Good
97,7,W71709464921881-akK0O,Peepal Tree,Ficus religiosa,19.30006253,76.49620984,50,29,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
98,7,W71709465033052-akK0O,Neem Tree,Azadirachta indica,19.30009513,76.49684384,69,39,10_50,31,Good,Ward 7,Bhau Madane,Private,Good
99,7,W71709465033473-akK0O,Neem Tree,Azadirachta indica,19.30014639,76.49685089,57,33,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
100,7,W71709465034236-akK0O,Neem Tree,Azadirachta indica,19.30015082,76.49679154,45,26,10_50,20,Good,Ward 7,Bhau Madane,Private,Good
101,7,W71709465108449-akK0O,Neem Tree,Azadirachta indica,19.29972648,76.49744231,47,27,10_50,21,Good,Ward 7,Bhau Madane,Private,Good
102,7,W71709465117216-akK0O,Banyan Tree,Ficus benghalensis,19.29972933,76.49753183,52,30,10_50,23,Good,Ward 7,Bhau Madane,Private,Good
103,7,W71709465133472-akK0O,Karanja Tree,Milletia Pinnata,19.30009956,76.49732362,59,34,10_50,26,Good,Ward 7,Bhau Madane,Private,Good
104,7,W71709465146559-akK0O,Neem Tree,Azadirachta indica,19.29967902,76.49756972,64,37,10_50,29,Good,Ward 7,Bhau Madane,Private,Good
105,7,W71709465188777-akK0O,Neem Tree,Azadirachta indica,19.3001774,76.49742387,49,28,10_50,22,Good,Ward 7,Bhau Madane,Private,Good
106,7,W71709465189480-akK0O,Neem Tree,Azadirachta indica,19.30022328,76.49744969,41,23,10_50,18,Good,Ward 7,Bhau Madane,Private,Good
107,7,W71709465190126-akK0O,Neem Tree,Azadirachta indica,19.30022645,76.49750501,31,18,10_50,14,Good,Ward 7,Bhau Madane,Private,Good
108,7,W71709465190761-akK0O,Neem Tree,Azadirachta indica,19.30016949,76.49746679,34,19,10_50,15,Good,Ward 7,Bhau Madane,Private,Good
109,7,W71709465191493-akK0O,Neem Tree,Azadirachta indica,19.30019037,76.49749462,52,30,10_50,23,Good,Ward 7,Bhau Madane,Private,Good
110,7,W71709465203030-akK0O,Neem Tree,Azadirachta indica,19.29988533,76.49757843,61,35,10_50,27,Good,Ward 7,Bhau Madane,Private,Good
111,7,W71709465250413-akK0O,Gulmohar Tree,Delonix regia,19.30003754,76.49748389,60,34,10_50,27,Good,Ward 7,Bhau Madane,Private,Good
112,7,W71709465251782-akK0O,Gulmohar Tree,Delonix regia,19.30004861,76.49752177,44,25,10_50,20,Good,Ward 7,Bhau Madane,Private,Good
113,7,W71709465299505-akK0O,Subabul Tree,Leucaena leucocephala,19.29998089,76.49750065,30,17,5_10,13,Good,Ward 7,Bhau Madane,Private,Good
114,7,W71709465300716-akK0O,Subabul Tree,Leucaena leucocephala,19.29993913,76.49749696,37,21,5_10,17,Good,Ward 7,Bhau Madane,Private,Good
115,7,W71709465302328-akK0O,Subabul Tree,Leucaena leucocephala,19.29985369,76.49750065,32,18,5_10,14,Good,Ward 7,Bhau Madane,Private,Good
116,7,W71709465405643-akK0O,Neem Tree,Azadirachta indica,19.30053972,76.49734274,39,22,5_10,17,Good,Ward 7,Bhau Madane,Private,Good
117,7,W71709465442475-akK0O,Tamarind Tree,Tamarindus indica,19.30054098,76.4974118,33,19,5_10,15,Good,Ward 7,Bhau Madane,Private,Good
118,7,W71709465443168-akK0O,Tamarind Tree,Tamarindus indica,19.30056598,76.49747148,37,21,5_10,17,Good,Ward 7,Bhau Madane,Private,Good
119,7,W71709465444003-akK0O,Tamarind Tree,Tamarindus indica,19.30060965,76.49739068,35,20,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
120,7,W71709465444344-akK0O,Tamarind Tree,Tamarindus indica,19.30050143,76.49745874,34,19,5_10,15,Good,Ward 7,Bhau Madane,Private,Good
121,7,W71709465461661-akK0O,Coconut Tree,Cocos nucifera,19.30010082,76.4975952,30,17,5_10,13,Good,Ward 7,Bhau Madane,Private,Good
122,7,W71709465462168-akK0O,Coconut Tree,Cocos nucifera,19.30014734,76.49760861,30,17,5_10,13,Good,Ward 7,Bhau Madane,Private,Good
123,7,W71709465462765-akK0O,Coconut Tree,Cocos nucifera,19.30020208,76.497618,35,20,5_10,16,Good,Ward 7,Bhau Madane,Private,Good
124,7,W71709465486106-akK0O,Coconut Tree,Cocos nucifera,19.30019037,76.4976703,39,22,5_10,17,Good,Ward 7,Amol Londhe,Private,Good
125,7,W71709465486957-akK0O,Coconut Tree,Cocos nucifera,19.30018056,76.49772093,39,22,5_10,17,Good,Ward 7,Amol Londhe,Private,Good
126,7,W71709465502030-akK0O,Indian-almond Tree,Terminalia catappa,19.30017076,76.49778128,59,34,10_50,26,Good,Ward 7,Amol Londhe,Private,Good
127,7,W71709465510353-akK0O,Indian-almond Tree,Terminalia catappa,19.30041694,76.49772864,56,32,10_50,25,Good,Ward 7,Amol Londhe,Private,Good
128,7,W71709465511738-WEd1a,Rain Tree,Samanea saman,19.29982015,76.4976874,68,39,10_50,30,Good,Ward 7,Amol Londhe,Government,Good
129,7,W71709465512351-WEd1a,Rain Tree,Samanea saman,19.29973534,76.49780944,55,31,10_50,25,Good,Ward 7,Amol Londhe,Government,Good
130,7,W71709465521876-akK0O,Indian-almond Tree,Terminalia catappa,19.30042105,76.49789326,60,34,10_50,27,Good,Ward 7,Amol Londhe,Private,Good
131,7,W71709465535208-akK0O,Indian-almond Tree,Terminalia catappa,19.30056946,76.49780139,55,31,10_50,25,Good,Ward 7,Amol Londhe,Private,Good
132,7,W71709465537830-akK0O,Indian-almond Tree,Terminalia catappa,19.300653,76.49801631,30,17,10_50,13,Good,Ward 7,Amol Londhe,Private,Good
133,7,W71709465538678-akK0O,Indian-almond Tree,Terminalia catappa,19.30057737,76.49792075,36,21,10_50,16,Good,Ward 7,Amol Londhe,Private,Good
134,7,W71709465543001-akK0O,Indian-almond Tree,Terminalia catappa,19.30070838,76.49796903,49,28,10_50,22,Good,Ward 7,Amol Londhe,Private,Good
135,7,W71709465554954-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29982046,76.49764851,21,12,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
136,7,W71709465559781-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29980021,76.49766192,20,11,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
137,7,W71709465560494-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29979736,76.49766829,29,17,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
138,7,W71709465560980-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29978407,76.49768606,21,12,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
139,7,W71709465561365-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29978154,76.49769478,28,16,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
140,7,W71709465561742-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29977774,76.49770517,27,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
141,7,W71709465562101-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29977205,76.49771422,27,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
142,7,W71709465562440-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29976888,76.49772327,26,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
143,7,W71709465562783-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29976477,76.49773065,25,14,2_5,11,Good,Ward 7,Amol Londhe,Government,Good
144,7,W71709465563110-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29976129,76.49773501,25,14,2_5,11,Good,Ward 7,Amol Londhe,Government,Good
145,7,W71709465567140-akK0O,Indian-almond Tree,Terminalia catappa,19.30038814,76.49786979,42,24,10_50,19,Good,Ward 7,Amol Londhe,Private,Good
146,7,W71709465583124-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29981002,76.4977159,25,14,2_5,11,Good,Ward 7,Amol Londhe,Government,Good
147,7,W71709465584616-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29979673,76.49772629,30,17,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
148,7,W71709465585010-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29979895,76.49772629,20,11,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
149,7,W71709465585380-WEd1a,Bamboo Tree,Bambusa vulgaris,19.2997942,76.49772763,26,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
150,7,W71709465587626-WEd1a,Bamboo Tree,Bambusa vulgaris,19.2997866,76.49773467,24,14,2_5,11,Good,Ward 7,Amol Londhe,Government,Good
151,7,W71709465587984-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29978186,76.49773534,26,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
152,7,W71709465588328-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29977331,76.49773668,21,12,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
153,7,W71709465588664-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29976983,76.49774607,28,16,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
154,7,W71709465588973-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29976888,76.49774406,21,12,2_5,9,Good,Ward 7,Amol Londhe,Government,Good
155,7,W71709465589284-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29975939,76.49774909,27,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
156,7,W71709465590184-WEd1a,Bamboo Tree,Bambusa vulgaris,19.2997442,76.49775144,22,13,2_5,10,Good,Ward 7,Amol Londhe,Government,Good
157,7,W71709465590509-WEd1a,Bamboo Tree,Bambusa vulgaris,19.29973503,76.49775747,26,15,2_5,12,Good,Ward 7,Amol Londhe,Government,Good
158,7,W71709465614257-akK0O,Indian-almond Tree,Terminalia catappa,19.30027391,76.49790298,68,39,10_50,30,Good,Ward 7,Amol Londhe,Private,Good
159,7,W71709465616428-WEd1a,Indian-almond Tree,Terminalia catappa,19.29976034,76.49786174,31,18,5_10,14,Good,Ward 7,Amol Londhe,Government,Good
160,7,W71709465617484-WEd1a,Indian-almond Tree,Terminalia catappa,19.29981287,76.49779301,30,17,5_10,13,Good,Ward 7,Amol Londhe,Government,Good
161,7,W71709465740155-akK0O,Banyan Tree,Ficus benghalensis,19.29951226,76.49739973,64,37,10_50,29,Good,Ward 7,Amol Londhe,Government,Good
162,7,W71709465770175-akK0O,Banyan Tree,Ficus benghalensis,19.29951732,76.49754625,30,17,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
163,7,W71709465800882-akK0O,Palm tree,Arecaceae,19.29954485,76.49760962,32,18,5_10,14,Good,Ward 7,Amol Londhe,Government,Good
164,7,W71709465815308-akK0O,Ashoka Tree,Saraca asoca,19.29950561,76.49748188,30,17,2_5,13,Good,Ward 7,Amol Londhe,Government,Good
165,7,W71709465816653-WEd1a,Neem Tree,Azadirachta indica,19.29949105,76.49705976,44,25,10_50,20,Good,Ward 7,Amol Londhe,Government,Good
166,7,W71709465858533-akK0O,Mogra Tree,Jasminum sambac,19.29949897,76.49742689,15,9,1_2,7,Good,Ward 7,Amol Londhe,Government,Good
167,7,W71709465859147-WEd1a,Indian-almond Tree,Terminalia catappa,19.2994746,76.49724483,30,17,5_10,13,Good,Ward 7,Amol Londhe,Government,Good
168,7,W71709465861928-akK0O,Mogra Tree,Jasminum sambac,19.29937113,76.49746243,16,9,1_2,7,Good,Ward 7,Amol Londhe,Government,Good
169,7,W71709465897875-WEd1a,Neem Tree,Azadirachta indica,19.29964073,76.49729412,53,30,10_50,24,Good,Ward 7,Amol Londhe,Government,Good
170,7,W71709465898209-WEd1a,Neem Tree,Azadirachta indica,19.29962522,76.49718717,52,30,10_50,23,Good,Ward 7,Amol Londhe,Government,Good
171,7,W71709465898641-WEd1a,Neem Tree,Azadirachta indica,19.29967997,76.49710704,42,24,10_50,19,Good,Ward 7,Amol Londhe,Government,Good
172,7,W71709465900504-WEd1a,Neem Tree,Azadirachta indica,19.2996132,76.49695717,32,18,10_50,14,Good,Ward 7,Amol Londhe,Government,Good
173,7,W71709465902939-WEd1a,Neem Tree,Azadirachta indica,19.29941163,76.49690554,31,18,10_50,14,Good,Ward 7,Amol Londhe,Government,Good
174,7,W71709465904102-WEd1a,Neem Tree,Azadirachta indica,19.29939233,76.49663597,66,38,10_50,30,Good,Ward 7,Amol Londhe,Government,Good
175,7,W71709465906912-WEd1a,Neem Tree,Azadirachta indica,19.29959579,76.49665609,37,21,10_50,17,Good,Ward 7,Amol Londhe,Government,Good
