SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
40,1,W11709430378152-lPbwo,Neem Tree,Azadirachta indica,19.31325065,76.50675628,61,35,10_50,27,Good,Ward 1,Pravin More,Private,Good
41,1,W11709430381241-lPbwo,Neem Tree,Azadirachta indica,19.31310447,76.50659502,69,39,10_50,31,Good,Ward 1,Pravin More,Private,Good
42,1,W11709430432787-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31214701,76.50499742,68,39,5_10,30,Good,Ward 1,Pravin More,Private,Good
43,1,W11709430435561-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31208626,76.5048328,48,27,5_10,22,Good,Ward 1,Pravin More,Private,Good
44,1,W11709430436256-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31205652,76.50489852,67,38,5_10,30,Good,Ward 1,Pravin More,Private,Good
45,1,W11709430437173-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31225079,76.50452569,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good
46,1,W11709430437861-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31233464,76.50388531,51,29,5_10,23,Good,Ward 1,Pravin More,Private,Good
47,1,W11709430443721-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31236344,76.50492065,50,29,5_10,22,Good,Ward 1,Pravin More,Private,Good
48,1,W11709430453657-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31255202,76.50455922,68,39,5_10,30,Good,Ward 1,Pravin More,Private,Good
49,1,W11709430454687-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31244697,76.50450256,50,29,5_10,22,Good,Ward 1,Pravin More,Private,Good
50,1,W11709430459783-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31276243,76.50473859,35,20,5_10,16,Good,Ward 1,Pravin More,Private,Good
51,1,W11709430461510-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31238147,76.5049696,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good
52,1,W11709430461954-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31254506,76.50482509,37,21,5_10,17,Good,Ward 1,Pravin More,Private,Good
53,1,W11709430463928-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31260802,76.50439024,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good
54,1,W11709430465538-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31269567,76.50415152,44,25,5_10,20,Good,Ward 1,Pravin More,Private,Good
55,1,W11709430466545-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31290197,76.50437515,32,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
56,1,W11709430467172-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.31284786,76.50449418,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good
57,1,W11709430468893-lPbwo,Gum Arabic Tree,Vachellia nilotica,19.3126577,76.50459811,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good
58,1,W11709431368174-lPbwo,Neem Tree,Azadirachta indica,19.32090628,76.51423194,47,27,10_50,21,Good,Ward 1,Pravin More,Private,Good
59,1,W11709431369263-lPbwo,Neem Tree,Azadirachta indica,19.32112523,76.51385274,65,37,10_50,29,Good,Ward 1,Pravin More,Private,Good
60,1,W11709431370287-lPbwo,Neem Tree,Azadirachta indica,19.32123312,76.51345376,57,33,10_50,26,Good,Ward 1,Pravin More,Private,Good
61,1,W11709431372211-lPbwo,Neem Tree,Azadirachta indica,19.32150047,76.51286032,60,34,10_50,27,Good,Ward 1,Pravin More,Private,Good
62,1,W11709431374153-lPbwo,Neem Tree,Azadirachta indica,19.32169157,76.51240334,43,25,10_50,19,Good,Ward 1,Pravin More,Private,Good
63,1,W11709431382055-lPbwo,Neem Tree,Azadirachta indica,19.32252779,76.5108081,46,26,10_50,21,Good,Ward 1,Pravin More,Private,Good
64,1,W11709431383062-lPbwo,Neem Tree,Azadirachta indica,19.32232435,76.51130162,43,25,10_50,19,Good,Ward 1,Pravin More,Private,Good
65,1,W11709431384236-lPbwo,Neem Tree,Azadirachta indica,19.32208295,76.51092678,33,19,10_50,15,Good,Ward 1,Pravin More,Private,Good
66,1,W11709431385216-lPbwo,Neem Tree,Azadirachta indica,19.32190229,76.51093449,66,38,10_50,30,Good,Ward 1,Pravin More,Private,Good
67,1,W11709431424964-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32216584,76.5117415,68,39,10_50,30,Good,Ward 1,Pravin More,Private,Good
68,1,W11709431425567-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32209086,76.51185885,39,22,10_50,17,Good,Ward 1,Pravin More,Private,Good
69,1,W11709431426706-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32190893,76.51218306,41,23,10_50,18,Good,Ward 1,Pravin More,Private,Good
70,1,W11709431428721-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32139131,76.51311647,42,24,10_50,19,Good,Ward 1,Pravin More,Private,Good
71,1,W11709431434486-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32102683,76.51399355,44,25,10_50,20,Good,Ward 1,Pravin More,Private,Good
72,1,W11709431435666-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32115212,76.51368108,39,22,10_50,17,Good,Ward 1,Pravin More,Private,Good
73,1,W11709431500154-lPbwo,Neem Tree,Azadirachta indica,19.32239965,76.51013989,40,23,10_50,18,Good,Ward 1,Pravin More,Private,Good
74,1,W11709431500993-lPbwo,Neem Tree,Azadirachta indica,19.32253064,76.51018716,33,19,10_50,15,Good,Ward 1,Pravin More,Private,Good
75,1,W11709431505059-lPbwo,Neem Tree,Azadirachta indica,19.32261069,76.50986329,51,29,10_50,23,Good,Ward 1,Pravin More,Private,Good
76,1,W11709431507539-lPbwo,Neem Tree,Azadirachta indica,19.32268599,76.50953405,53,30,10_50,24,Good,Ward 1,Pravin More,Private,Good
77,1,W11709431509884-lPbwo,Neem Tree,Azadirachta indica,19.32269833,76.50979389,62,35,10_50,28,Good,Ward 1,Pravin More,Private,Good
78,1,W11709431510855-lPbwo,Neem Tree,Azadirachta indica,19.32266384,76.50963161,51,29,10_50,23,Good,Ward 1,Pravin More,Private,Good
79,1,W11709431512335-lPbwo,Neem Tree,Azadirachta indica,19.32260025,76.50999203,53,30,10_50,24,Good,Ward 1,Pravin More,Private,Good
80,1,W11709431513366-lPbwo,Neem Tree,Azadirachta indica,19.32261258,76.51014861,37,21,10_50,17,Good,Ward 1,Pravin More,Private,Good
81,1,W11709431518321-lPbwo,Neem Tree,Azadirachta indica,19.32261986,76.5105278,57,33,10_50,26,Good,Ward 1,Pravin More,Private,Good
82,1,W11709431521175-lPbwo,Neem Tree,Azadirachta indica,19.32246135,76.5101238,44,25,10_50,20,Good,Ward 1,Pravin More,Private,Good
83,1,W11709431523970-lPbwo,Neem Tree,Azadirachta indica,19.3223253,76.51008926,65,37,10_50,29,Good,Ward 1,Pravin More,Private,Good
84,1,W11709431524696-lPbwo,Neem Tree,Azadirachta indica,19.32225949,76.51005875,36,21,10_50,16,Good,Ward 1,Pravin More,Private,Good
85,1,W11709431525530-lPbwo,Neem Tree,Azadirachta indica,19.32219685,76.51005741,58,33,10_50,26,Good,Ward 1,Pravin More,Private,Good
86,1,W11709431527066-lPbwo,Neem Tree,Azadirachta indica,19.32209022,76.51001517,47,27,10_50,21,Good,Ward 1,Pravin More,Private,Good
87,1,W11709431530088-lPbwo,Neem Tree,Azadirachta indica,19.3218156,76.50992632,31,18,10_50,14,Good,Ward 1,Pravin More,Private,Good
88,1,W11709431530592-lPbwo,Neem Tree,Azadirachta indica,19.32172511,76.5098938,44,25,10_50,20,Good,Ward 1,Pravin More,Private,Good
89,1,W11709431531452-lPbwo,Neem Tree,Azadirachta indica,19.32179345,76.5098482,58,33,10_50,26,Good,Ward 1,Pravin More,Private,Good
90,1,W11709431532329-lPbwo,Neem Tree,Azadirachta indica,19.32190292,76.50987402,45,26,10_50,20,Good,Ward 1,Pravin More,Private,Good
91,1,W11709431648890-lPbwo,Sag Tree,Tectona grandis,19.32021243,76.51288413,44,25,5_10,20,Good,Ward 1,Pravin More,Private,Good
92,1,W11709431658438-lPbwo,Sag Tree,Tectona grandis,19.32006151,76.51298337,37,21,5_10,17,Good,Ward 1,Pravin More,Private,Good
93,1,W11709431675930-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32031494,76.51271448,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good
94,1,W11709431686395-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32037189,76.512575,36,21,5_10,16,Good,Ward 1,Pravin More,Private,Good
95,1,W11709431690928-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32041429,76.51237048,52,30,5_10,23,Good,Ward 1,Pravin More,Private,Good
96,1,W11709431704924-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31869341,76.51122753,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
97,1,W11709431706595-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3187472,76.51106961,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
98,1,W11709431712098-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31887218,76.51083726,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good
99,1,W11709431715666-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31889907,76.51061833,52,30,5_10,23,Good,Ward 1,Pravin More,Private,Good
100,1,W11709431716790-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31901835,76.51049025,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good
101,1,W11709431719165-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31904556,76.51039671,30,17,5_10,13,Good,Ward 1,Pravin More,Private,Good
102,1,W11709431734836-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31925059,76.5101248,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good
103,1,W11709431737901-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31942777,76.50957294,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good
104,1,W11709431738630-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31951256,76.50948342,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
105,1,W11709431740306-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31986883,76.50897648,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good
106,1,W11709431741731-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31986123,76.50886316,34,19,5_10,15,Good,Ward 1,Pravin More,Private,Good
107,1,W11709431754755-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31991344,76.50866836,41,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
108,1,W11709431760409-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31985807,76.50857951,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good
109,1,W11709431761386-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31977834,76.50853794,59,34,5_10,26,Good,Ward 1,Pravin More,Private,Good
110,1,W11709431767000-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32022256,76.50701109,55,31,5_10,25,Good,Ward 1,Pravin More,Private,Good
111,1,W11709431767515-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32011783,76.50696784,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
112,1,W11709431769196-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31999001,76.50691386,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good
113,1,W11709431770684-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199049,76.50688972,58,33,5_10,26,Good,Ward 1,Pravin More,Private,Good
114,1,W11709431773727-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31985237,76.50689106,37,21,5_10,17,Good,Ward 1,Pravin More,Private,Good
115,1,W11709431774572-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31974575,76.50683608,61,35,5_10,27,Good,Ward 1,Pravin More,Private,Good
116,1,W11709431775959-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31963944,76.50677036,51,29,5_10,23,Good,Ward 1,Pravin More,Private,Good
117,1,W11709431779139-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3195094,76.50674455,70,40,5_10,31,Good,Ward 1,Pravin More,Private,Good
118,1,W11709431780451-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3196812,76.50661446,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
119,1,W11709431783867-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31949073,76.50701847,67,38,5_10,30,Good,Ward 1,Pravin More,Private,Good
120,1,W11709431785431-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3193955,76.50725685,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
121,1,W11709431786103-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.319411,76.50739364,70,40,5_10,31,Good,Ward 1,Pravin More,Private,Good
122,1,W11709431792748-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31941068,76.50670297,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good
123,1,W11709431793290-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31934266,76.5066443,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good
124,1,W11709431795835-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.31891457,76.50649376,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good
125,1,W11709431802360-h9mUY,Neem Tree,Azadirachta indica,19.31914618,76.51032731,30,17,10_50,13,Good,Ward 1,Pravin More,Private,Good
126,1,W11709431806823-h9mUY,Neem Tree,Azadirachta indica,19.31865291,76.51134722,61,35,10_50,27,Good,Ward 1,Pravin More,Private,Good
127,1,W11709431823999-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199359,76.50848463,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good
128,1,W11709431824586-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.3199957,76.50830291,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good
129,1,W11709431866709-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32000329,76.50824256,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good
130,1,W11709431868425-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.320071,76.50807124,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good
131,1,W11709431868823-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32008587,76.50802027,64,37,5_10,29,Good,Ward 1,Pravin More,Private,Good
132,1,W11709431870523-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32011467,76.50792304,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
133,1,W11709431871111-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32014915,76.50784392,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good
134,1,W11709431872981-MZ1ci,Indian Jujube Tree,Ziziphus mauritiana,19.32017383,76.5077829,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good
135,1,W11709431886578-h9mUY,Sag Tree,Tectona grandis,19.31969481,76.50851246,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good
136,1,W11709431925244-h9mUY,Neem Tree,Azadirachta indica,19.31910315,76.5089443,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
137,1,W11709431926260-h9mUY,Neem Tree,Azadirachta indica,19.3190984,76.50886618,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good
138,1,W11709431935810-h9mUY,Neem Tree,Azadirachta indica,19.31922623,76.50878739,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good
139,1,W11709431938809-h9mUY,Neem Tree,Azadirachta indica,19.31890034,76.50933892,66,38,5_10,30,Good,Ward 1,Pravin More,Private,Good
140,1,W11709431942609-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32106353,76.51166037,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good
141,1,W11709431943814-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.3212676,76.511769,47,27,5_10,21,Good,Ward 1,Pravin More,Private,Good
142,1,W11709431946408-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32134354,76.51184779,65,37,5_10,29,Good,Ward 1,Pravin More,Private,Good
143,1,W11709431960908-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32149351,76.51193261,57,33,5_10,26,Good,Ward 1,Pravin More,Private,Good
144,1,W11709431975690-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32221109,76.51156783,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
145,1,W11709431979283-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32247527,76.51086308,41,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
146,1,W11709431980456-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32240978,76.5111541,44,25,5_10,20,Good,Ward 1,Pravin More,Private,Good
147,1,W11709431981190-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32247211,76.51101328,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
148,1,W11709431981620-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3187896,76.50959473,38,22,5_10,17,Good,Ward 1,Pravin More,Private,Good
149,1,W11709431982680-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31906486,76.50970034,32,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
150,1,W11709431983659-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32199689,76.51094723,39,22,5_10,17,Good,Ward 1,Pravin More,Private,Good
151,1,W11709431984446-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32184091,76.51099652,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
152,1,W11709431985798-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31861779,76.51018146,69,39,5_10,31,Good,Ward 1,Pravin More,Private,Good
153,1,W11709431985933-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32172163,76.51097305,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good
154,1,W11709431986417-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32162544,76.51106793,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
155,1,W11709431987301-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32155615,76.51102401,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good
156,1,W11709431988134-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31878422,76.51040409,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good
157,1,W11709431988773-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32145111,76.5110096,50,29,5_10,22,Good,Ward 1,Pravin More,Private,Good
158,1,W11709431988784-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.31880827,76.51046544,59,34,5_10,26,Good,Ward 1,Pravin More,Private,Good
159,1,W11709431994470-MZ1ci,Neem Tree,Azadirachta indica,19.32006436,76.50815103,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
160,1,W11709431995762-MZ1ci,Neem Tree,Azadirachta indica,19.3202659,76.50762565,49,28,5_10,22,Good,Ward 1,Pravin More,Private,Good
161,1,W11709431996687-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3188649,76.510562,51,29,5_10,23,Good,Ward 1,Pravin More,Private,Good
162,1,W11709432001647-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3192604,76.50930103,32,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
163,1,W11709432002773-h9mUY,Indian Jujube Tree,Ziziphus mauritiana,19.3194129,76.50892552,57,33,5_10,26,Good,Ward 1,Pravin More,Private,Good
164,1,W11709432014482-lPbwo,Neem Tree,Azadirachta indica,19.3209085,76.51146021,61,35,5_10,27,Good,Ward 1,Pravin More,Private,Good
165,1,W11709432017658-lPbwo,Neem Tree,Azadirachta indica,19.32105341,76.51098445,43,25,5_10,19,Good,Ward 1,Pravin More,Private,Good
166,1,W11709432018081-MZ1ci,Neem Tree,Azadirachta indica,19.3191949,76.50812186,64,37,5_10,29,Good,Ward 1,Pravin More,Private,Good
167,1,W11709432020552-lPbwo,Neem Tree,Azadirachta indica,19.32118344,76.51069779,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good
168,1,W11709432023514-lPbwo,Neem Tree,Azadirachta indica,19.32129924,76.51037861,35,20,5_10,16,Good,Ward 1,Pravin More,Private,Good
169,1,W11709432024446-lPbwo,Neem Tree,Azadirachta indica,19.32139986,76.51012011,48,27,5_10,22,Good,Ward 1,Pravin More,Private,Good
170,1,W11709432026155-lPbwo,Neem Tree,Azadirachta indica,19.32120148,76.51086107,46,26,5_10,21,Good,Ward 1,Pravin More,Private,Good
171,1,W11709432027527-lPbwo,Neem Tree,Azadirachta indica,19.32110371,76.51076283,64,37,5_10,29,Good,Ward 1,Pravin More,Private,Good
172,1,W11709432074341-lPbwo,Sag Tree,Tectona grandis,19.32130874,76.51179951,42,24,5_10,19,Good,Ward 1,Pravin More,Private,Good
173,1,W11709432100188-lPbwo,Neem Tree,Azadirachta indica,19.32263536,76.51269436,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
