SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
24,5,W51709524458881-akK0O,Neem Tree,Azadirachta indica,19.30298161,76.4963986,37,21,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
25,5,W51709524473935-akK0O,Coconut Tree,Cocos nucifera,19.30254557,76.49625409,44,25,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
26,5,W51709524474407-akK0O,Coconut Tree,Cocos nucifera,19.3024883,76.49627052,67,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
27,5,W51709524475080-akK0O,Coconut Tree,Cocos nucifera,19.30250823,76.4962437,36,21,10_50,16,Good,Ward 5,Vivek Hake,Private,Good
28,5,W51709524481516-akK0O,Indian-almond Tree,Terminalia catappa,19.30250823,76.49619777,41,23,10_50,18,Good,Ward 5,Vivek Hake,Private,Good
29,5,W51709524504428-akK0O,Mango Tree,Mangifera indica,19.30261044,76.49614915,54,31,10_50,24,Good,Ward 5,Vivek Hake,Private,Good
30,5,W51709524505118-akK0O,Mango Tree,Mangifera indica,19.3026462,76.49614412,37,21,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
31,5,W51709524513781-akK0O,Netted custard apple,Annona reticulata,19.30258797,76.49621721,64,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
32,5,W51709524524355-akK0O,Babhul Tree,Vachellia nilotica,19.30234116,76.49609517,44,25,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
33,5,W51709524536931-akK0O,Coconut Tree,Cocos nucifera,19.30209529,76.49601907,61,35,10_50,27,Good,Ward 5,Vivek Hake,Private,Good
34,5,W51709524572327-akK0O,Neem Tree,Azadirachta indica,19.30275283,76.49588898,39,22,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
35,5,W51709524575156-akK0O,Neem Tree,Azadirachta indica,19.30278479,76.49590775,49,28,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
36,5,W51709524576819-akK0O,Neem Tree,Azadirachta indica,19.30281738,76.49592016,38,22,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
37,5,W51709524577212-akK0O,Neem Tree,Azadirachta indica,19.30288763,76.49589166,60,34,10_50,27,Good,Ward 5,Vivek Hake,Private,Good
38,5,W51709524578096-akK0O,Neem Tree,Azadirachta indica,19.3028177,76.49584103,63,36,10_50,28,Good,Ward 5,Vivek Hake,Private,Good
39,5,W51709524637809-akK0O,Palm tree,Arecaceae,19.30258892,76.49602376,30,17,5_10,13,Good,Ward 5,Vivek Hake,Government,Good
40,5,W51709524638510-akK0O,Palm tree,Arecaceae,19.30253418,76.49599023,33,19,5_10,15,Good,Ward 5,Vivek Hake,Government,Good
41,5,W51709524639132-akK0O,Palm tree,Arecaceae,19.30248039,76.49597179,37,21,5_10,17,Good,Ward 5,Vivek Hake,Government,Good
42,5,W51709524698578-akK0O,Mango Tree,Mangifera indica,19.30217029,76.49607673,61,35,10_50,27,Good,Ward 5,Vivek Hake,Private,Good
43,5,W51709524734384-akK0O,Guava Tree,Psidium guajava,19.30246077,76.49569586,44,25,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
44,5,W51709524747454-akK0O,Goolar tree,Ficus racemosa,19.30242311,76.49549671,51,29,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
45,5,W51709524747943-akK0O,Goolar tree,Ficus racemosa,19.30240571,76.49554968,35,20,10_50,16,Good,Ward 5,Vivek Hake,Private,Good
46,5,W51709524748448-akK0O,Goolar tree,Ficus racemosa,19.30251678,76.49552554,66,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
47,5,W51709524748873-akK0O,Goolar tree,Ficus racemosa,19.30250254,76.49557516,55,31,10_50,25,Good,Ward 5,Vivek Hake,Private,Good
48,5,W51709524750670-akK0O,Goolar tree,Ficus racemosa,19.30243767,76.49562579,51,29,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
49,5,W51709524762801-akK0O,Goolar tree,Ficus racemosa,19.3020589,76.496065,67,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
50,5,W51709524775154-akK0O,Mango Tree,Mangifera indica,19.30214466,76.49619542,67,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
51,5,W51709524791478-akK0O,Neem Tree,Azadirachta indica,19.30236806,76.49609987,33,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
52,5,W51709524792474-akK0O,Neem Tree,Azadirachta indica,19.30239147,76.49611194,37,21,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
53,5,W51709524836596-akK0O,Coconut Tree,Cocos nucifera,19.30198011,76.49570256,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
54,5,W51709525068623-akK0O,Babhul Tree,Vachellia nilotica,19.3016216,76.49538774,26,15,2_5,12,Good,Ward 5,Vivek Hake,Private,Good
55,5,W51709525077305-akK0O,Peepal Tree,Ficus religiosa,19.30157255,76.49543937,28,16,2_5,13,Good,Ward 5,Vivek Hake,Private,Good
56,5,W51709525104573-akK0O,Peepal Tree,Ficus religiosa,19.30142256,76.49629701,64,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
57,5,W51709525168218-akK0O,Subabul Tree,Leucaena leucocephala,19.30167571,76.49593156,63,36,10_50,28,Good,Ward 5,Vivek Hake,Private,Good
58,5,W51709525172186-akK0O,Subabul Tree,Leucaena leucocephala,19.30170545,76.49594195,53,30,10_50,24,Good,Ward 5,Vivek Hake,Private,Good
59,5,W51709525247219-akK0O,Indian-almond Tree,Terminalia catappa,19.30201302,76.49604019,68,39,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
60,5,W51709525253195-akK0O,Indian-almond Tree,Terminalia catappa,19.30194942,76.49602409,66,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
61,5,W51709525267238-akK0O,Peepal Tree,Ficus religiosa,19.30197094,76.49608612,49,28,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
62,5,W51709525280903-akK0O,Subabul Tree,Leucaena leucocephala,19.30196018,76.49612233,52,30,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
63,5,W51709525292692-akK0O,Netted custard apple,Annona reticulata,19.30200511,76.4961059,33,19,10_50,15,Good,Ward 5,Vivek Hake,Private,Good
64,5,W51709525315417-akK0O,Peepal Tree,Ficus religiosa,19.30196872,76.49617363,46,26,10_50,21,Good,Ward 5,Vivek Hake,Private,Good
65,5,W51709525316286-akK0O,Peepal Tree,Ficus religiosa,19.30201903,76.49615385,41,23,10_50,18,Good,Ward 5,Vivek Hake,Private,Good
66,5,W51709525341638-akK0O,Peepal Tree,Ficus religiosa,19.30174279,76.49601739,52,30,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
67,5,W51709525343089-akK0O,Peepal Tree,Ficus religiosa,19.30177633,76.49604019,57,33,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
68,5,W51709525349344-akK0O,Neem Tree,Azadirachta indica,19.30166305,76.49604622,32,18,10_50,14,Good,Ward 5,Vivek Hake,Private,Good
69,5,W51709525430049-akK0O,Neem Tree,Azadirachta indica,19.30264177,76.49645057,53,30,10_50,24,Good,Ward 5,Vivek Hake,Private,Good
70,5,W51709525430620-akK0O,Neem Tree,Azadirachta indica,19.30258291,76.49651226,38,22,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
71,5,W51709525446723-akK0O,Peepal Tree,Ficus religiosa,19.3024209,76.49654444,59,34,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
72,5,W51709525447542-akK0O,Peepal Tree,Ficus religiosa,19.30236679,76.49655081,45,26,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
73,5,W51709525451671-akK0O,Peepal Tree,Ficus religiosa,19.30238166,76.49652533,35,20,10_50,16,Good,Ward 5,Vivek Hake,Private,Good
74,5,W51709525520265-akK0O,Peepal Tree,Ficus religiosa,19.30208359,76.49664234,68,39,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
75,5,W51709525520834-akK0O,Peepal Tree,Ficus religiosa,19.30214244,76.49667487,68,39,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
76,5,W51709525521452-akK0O,Peepal Tree,Ficus religiosa,19.30212377,76.4966353,59,34,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
77,5,W51709525538226-akK0O,Goolar tree,Ficus racemosa,19.30191208,76.49674997,46,26,10_50,21,Good,Ward 5,Vivek Hake,Private,Good
78,5,W51709525559551-akK0O,Shevri Tree,Sesbania sesban,19.3022187,76.49672784,45,26,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
79,5,W51709525560885-akK0O,Shevri Tree,Sesbania sesban,19.30226585,76.49675265,37,21,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
80,5,W51709525561633-akK0O,Shevri Tree,Sesbania sesban,19.30227313,76.49670638,64,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
81,5,W51709525566426-akK0O,Shevri Tree,Sesbania sesban,19.30214655,76.4967845,61,35,10_50,27,Good,Ward 5,Vivek Hake,Private,Good
82,5,W51709525571129-akK0O,Shevri Tree,Sesbania sesban,19.30217472,76.49670336,62,35,10_50,28,Good,Ward 5,Vivek Hake,Private,Good
83,5,W51709525602661-akK0O,Neem Tree,Azadirachta indica,19.30186303,76.4965022,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
84,5,W51709525603516-akK0O,Neem Tree,Azadirachta indica,19.30180133,76.49644654,42,24,10_50,19,Good,Ward 5,Vivek Hake,Private,Good
85,5,W51709525605024-akK0O,Neem Tree,Azadirachta indica,19.30190354,76.4965022,65,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
86,5,W51709525612541-akK0O,Coconut Tree,Cocos nucifera,19.30180956,76.49648443,44,25,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
87,5,W51709525621044-akK0O,Neem Tree,Azadirachta indica,19.3016621,76.49643112,48,27,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
88,5,W51709525622718-akK0O,Neem Tree,Azadirachta indica,19.30161432,76.49639089,34,19,10_50,15,Good,Ward 5,Vivek Hake,Private,Good
89,5,W51709525627032-akK0O,Neem Tree,Azadirachta indica,19.30177475,76.49653338,42,24,10_50,19,Good,Ward 5,Vivek Hake,Private,Good
90,5,W51709525656223-akK0O,Neem Tree,Azadirachta indica,19.30187822,76.4972559,49,28,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
91,5,W51709525658939-akK0O,Neem Tree,Azadirachta indica,19.30184373,76.49725858,42,24,10_50,19,Good,Ward 5,Vivek Hake,Private,Good
92,5,W51709525718505-akK0O,Subabul Tree,Leucaena leucocephala,19.30174849,76.49683177,58,33,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
93,5,W51709525719073-akK0O,Subabul Tree,Leucaena leucocephala,19.30165324,76.49682842,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
94,5,W51709525720542-akK0O,Subabul Tree,Leucaena leucocephala,19.3016428,76.49674125,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
95,5,W51709525721224-akK0O,Subabul Tree,Leucaena leucocephala,19.30155451,76.49679121,37,21,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
96,5,W51709525722083-akK0O,Subabul Tree,Leucaena leucocephala,19.30151939,76.49670437,38,22,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
97,5,W51709525769055-akK0O,Neem Tree,Azadirachta indica,19.30216269,76.49695717,30,17,10_50,13,Good,Ward 5,Vivek Hake,Private,Good
98,5,W51709525790744-akK0O,Peepal Tree,Ficus religiosa,19.30151401,76.49695884,52,30,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
99,5,W51709525791815-akK0O,Peepal Tree,Ficus religiosa,19.30156591,76.49697326,58,33,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
100,5,W51709525792614-akK0O,Peepal Tree,Ficus religiosa,19.30161653,76.49700008,30,17,10_50,13,Good,Ward 5,Vivek Hake,Private,Good
101,5,W51709525859472-akK0O,Neem Tree,Azadirachta indica,19.30267246,76.49687,65,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
102,5,W51709525860660-akK0O,Neem Tree,Azadirachta indica,19.30271486,76.49692029,65,37,10_50,29,Good,Ward 5,Vivek Hake,Private,Good
103,5,W51709525861293-akK0O,Neem Tree,Azadirachta indica,19.3026829,76.49691291,67,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
104,5,W51709525876247-akK0O,Peepal Tree,Ficus religiosa,19.30269176,76.4969508,58,33,10_50,26,Good,Ward 5,Vivek Hake,Private,Good
105,5,W51709525877239-akK0O,Peepal Tree,Ficus religiosa,19.30261519,76.49687167,41,23,10_50,18,Good,Ward 5,Vivek Hake,Private,Good
106,5,W51709525883038-akK0O,Peepal Tree,Ficus religiosa,19.30254209,76.49652801,49,28,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
107,5,W51709525883854-akK0O,Peepal Tree,Ficus religiosa,19.30248513,76.49655182,67,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
108,5,W51709525884540-akK0O,Peepal Tree,Ficus religiosa,19.30253007,76.49656087,40,23,10_50,18,Good,Ward 5,Vivek Hake,Private,Good
109,5,W51709525906189-akK0O,Mango Tree,Mangifera indica,19.3028677,76.49699003,31,18,10_50,14,Good,Ward 5,Vivek Hake,Private,Good
110,5,W51709525906840-akK0O,Mango Tree,Mangifera indica,19.30282498,76.49695784,49,28,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
111,5,W51709525907624-akK0O,Mango Tree,Mangifera indica,19.30286422,76.49705339,54,31,10_50,24,Good,Ward 5,Vivek Hake,Private,Good
112,5,W51709525908304-akK0O,Mango Tree,Mangifera indica,19.30282941,76.49702221,30,17,10_50,13,Good,Ward 5,Vivek Hake,Private,Good
113,5,W51709525909637-akK0O,Mango Tree,Mangifera indica,19.30273859,76.49701919,70,40,10_50,31,Good,Ward 5,Vivek Hake,Private,Good
114,5,W51709525917507-akK0O,Neem Tree,Azadirachta indica,19.30264778,76.497101,37,21,10_50,17,Good,Ward 5,Vivek Hake,Private,Good
115,5,W51709525919802-akK0O,Neem Tree,Azadirachta indica,19.30279207,76.49703495,36,21,10_50,16,Good,Ward 5,Vivek Hake,Private,Good
116,5,W51709525964082-akK0O,Netted custard apple,Annona reticulata,19.30237565,76.4971865,35,20,10_50,16,Good,Ward 5,Vivek Hake,Private,Good
117,5,W51709525974003-akK0O,Guava Tree,Psidium guajava,19.30233799,76.49719153,52,30,10_50,23,Good,Ward 5,Vivek Hake,Private,Good
118,5,W51709526011334-akK0O,Coconut Tree,Cocos nucifera,19.30273954,76.49751373,68,39,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
119,5,W51709526019784-akK0O,Indian-almond Tree,Terminalia catappa,19.30277751,76.49746176,46,26,10_50,21,Good,Ward 5,Vivek Hake,Private,Good
120,5,W51709526037710-akK0O,Coconut Tree,Cocos nucifera,19.30261139,76.49791807,33,19,10_50,15,Good,Ward 5,Vivek Hake,Private,Good
121,5,W51709526077186-akK0O,Neem Tree,Azadirachta indica,19.30219402,76.49751373,55,31,10_50,25,Good,Ward 5,Vivek Hake,Private,Good
122,5,W51709526079056-akK0O,Neem Tree,Azadirachta indica,19.30213706,76.49740241,44,25,10_50,20,Good,Ward 5,Vivek Hake,Private,Good
123,5,W51709526079954-akK0O,Neem Tree,Azadirachta indica,19.30212694,76.49730183,31,18,10_50,14,Good,Ward 5,Vivek Hake,Private,Good
124,5,W51709526080647-akK0O,Neem Tree,Azadirachta indica,19.30222946,76.49737794,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
125,5,W51709526081639-akK0O,Neem Tree,Azadirachta indica,19.30206365,76.49736218,33,19,10_50,15,Good,Ward 5,Vivek Hake,Private,Good
126,5,W51709526088667-akK0O,Neem Tree,Azadirachta indica,19.30218484,76.49732094,66,38,10_50,30,Good,Ward 5,Vivek Hake,Private,Good
127,5,W51709526089557-akK0O,Neem Tree,Azadirachta indica,19.30218421,76.49742924,50,29,10_50,22,Good,Ward 5,Vivek Hake,Private,Good
128,5,W51709526091872-akK0O,Neem Tree,Azadirachta indica,19.30226648,76.49738699,56,32,10_50,25,Good,Ward 5,Vivek Hake,Private,Good
129,5,W51709526105389-akK0O,Tamarind Tree,Tamarindus indica,19.30210542,76.49749327,63,36,10_50,28,Good,Ward 5,Vivek Hake,Private,Good
130,5,W51709526155574-akK0O,Subabul Tree,Leucaena leucocephala,19.30253355,76.4977159,62,35,10_50,28,Good,Ward 5,Vivek Hake,Private,Good
131,5,W51709526198069-akK0O,Indian-almond Tree,Terminalia catappa,19.30224813,76.49749797,54,31,10_50,24,Good,Ward 5,Vivek Hake,Private,Good
132,5,W51709526378645-akK0O,Neem Tree,Azadirachta indica,19.3016564,76.49718214,31,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
133,5,W51709526379478-akK0O,Neem Tree,Azadirachta indica,19.30160008,76.49718717,39,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
134,5,W51709526394881-akK0O,Neem Tree,Azadirachta indica,19.30146623,76.49810884,34,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
135,5,W51709526396171-akK0O,Neem Tree,Azadirachta indica,19.30143047,76.4980324,31,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
136,5,W51709526403438-akK0O,Neem Tree,Azadirachta indica,19.30158236,76.49824798,37,21,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
137,5,W51709526404563-akK0O,Neem Tree,Azadirachta indica,19.30147572,76.49826206,32,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
138,5,W51709526405231-akK0O,Neem Tree,Azadirachta indica,19.30140927,76.4982463,32,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
139,5,W51709526406372-akK0O,Neem Tree,Azadirachta indica,19.3013925,76.49817321,30,17,5_10,13,Good,Ward 5,Vivek Hake,Private,Good
140,5,W51709526407819-akK0O,Neem Tree,Azadirachta indica,19.30151686,76.49814606,38,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
141,5,W51709526418501-akK0O,Goolar tree,Ficus racemosa,19.30132605,76.49819802,34,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
142,5,W51709526420243-akK0O,Goolar tree,Ficus racemosa,19.30139155,76.49831504,30,17,5_10,13,Good,Ward 5,Vivek Hake,Private,Good
143,5,W51709526421993-akK0O,Goolar tree,Ficus racemosa,19.30134662,76.49814539,38,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
144,5,W51709526424156-akK0O,Goolar tree,Ficus racemosa,19.30135136,76.49807565,37,21,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
145,5,W51709526437605-akK0O,Kavath Tree,Limonia acidissima,19.30139408,76.49855576,34,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
146,5,W51709526438552-akK0O,Kavath Tree,Limonia acidissima,19.30144883,76.49854604,38,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
147,5,W51709526446216-akK0O,Neem Tree,Azadirachta indica,19.30153521,76.49850111,36,21,5_10,16,Good,Ward 5,Vivek Hake,Private,Good
148,5,W51709526455425-akK0O,Neem Tree,Azadirachta indica,19.30158014,76.49849676,33,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
149,5,W51709526458441-akK0O,Neem Tree,Azadirachta indica,19.30162793,76.49840254,39,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
150,5,W51709526459042-akK0O,Neem Tree,Azadirachta indica,19.30168393,76.49842568,40,23,5_10,18,Good,Ward 5,Vivek Hake,Private,Good
151,5,W51709526459615-akK0O,Neem Tree,Azadirachta indica,19.30164027,76.49835292,40,23,5_10,18,Good,Ward 5,Vivek Hake,Private,Good
152,5,W51709526460135-akK0O,Neem Tree,Azadirachta indica,19.30168488,76.49838645,30,17,5_10,13,Good,Ward 5,Vivek Hake,Private,Good
153,5,W51709526467245-akK0O,Neem Tree,Azadirachta indica,19.30183614,76.49830699,31,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
154,5,W51709526467701-akK0O,Neem Tree,Azadirachta indica,19.30181082,76.49826877,36,21,5_10,16,Good,Ward 5,Vivek Hake,Private,Good
155,5,W51709526468046-akK0O,Neem Tree,Azadirachta indica,19.30187822,76.49824664,40,23,5_10,18,Good,Ward 5,Vivek Hake,Private,Good
156,5,W51709526475572-akK0O,Neem Tree,Azadirachta indica,19.30185639,76.49851989,31,18,5_10,14,Good,Ward 5,Vivek Hake,Private,Good
157,5,W51709526476291-akK0O,Neem Tree,Azadirachta indica,19.30182823,76.49847597,33,19,5_10,15,Good,Ward 5,Vivek Hake,Private,Good
158,5,W51709526477268-akK0O,Neem Tree,Azadirachta indica,19.30180386,76.4984069,39,22,5_10,17,Good,Ward 5,Vivek Hake,Private,Good
159,5,W51709526478765-akK0O,Neem Tree,Azadirachta indica,19.30184025,76.49840422,33,19,5_10,15,Good,Ward 5,Shubham Daigude,Private,Good
160,5,W51709526479546-akK0O,Neem Tree,Azadirachta indica,19.30187569,76.49847932,32,18,5_10,14,Good,Ward 5,Shubham Daigude,Private,Good
161,5,W51709526480574-akK0O,Neem Tree,Azadirachta indica,19.30179279,76.4983727,31,18,5_10,14,Good,Ward 5,Shubham Daigude,Private,Good
162,5,W51709526498856-akK0O,Peepal Tree,Ficus religiosa,19.30135959,76.49791036,40,23,5_10,18,Good,Ward 5,Shubham Daigude,Private,Good
163,5,W51709526512922-akK0O,Bel Tree,Aegle marmelos,19.30149123,76.49778496,40,23,5_10,18,Good,Ward 5,Shubham Daigude,Private,Good
164,5,W51709526520243-akK0O,Neem Tree,Azadirachta indica,19.30143205,76.49779234,35,20,5_10,16,Good,Ward 5,Shubham Daigude,Private,Good
165,5,W51709526529865-akK0O,Babhul Tree,Vachellia nilotica,19.30160135,76.49771288,40,23,5_10,18,Good,Ward 5,Shubham Daigude,Private,Good
166,5,W51709526530369-akK0O,Babhul Tree,Vachellia nilotica,19.30160483,76.49767801,36,21,5_10,16,Good,Ward 5,Shubham Daigude,Private,Good
167,5,W51709526533449-akK0O,Babhul Tree,Vachellia nilotica,19.30161021,76.49763308,34,19,5_10,15,Good,Ward 5,Shubham Daigude,Private,Good
168,5,W51709526534705-akK0O,Babhul Tree,Vachellia nilotica,19.30166938,76.49769276,33,19,5_10,15,Good,Ward 5,Shubham Daigude,Private,Good
169,5,W51709526535287-akK0O,Babhul Tree,Vachellia nilotica,19.30168773,76.49764247,39,22,5_10,17,Good,Ward 5,Shubham Daigude,Private,Good
170,5,W51709526535897-akK0O,Babhul Tree,Vachellia nilotica,19.30168204,76.4976019,31,18,5_10,14,Good,Ward 5,Shubham Daigude,Private,Good
171,5,W51709526536448-akK0O,Babhul Tree,Vachellia nilotica,19.30174311,76.49764415,37,21,5_10,17,Good,Ward 5,Shubham Daigude,Private,Good
172,5,W51709526537067-akK0O,Babhul Tree,Vachellia nilotica,19.30169343,76.4975781,30,17,5_10,13,Good,Ward 5,Shubham Daigude,Private,Good
173,5,W51709526537815-akK0O,Babhul Tree,Vachellia nilotica,19.3017314,76.49760727,30,17,5_10,13,Good,Ward 5,Shubham Daigude,Private,Good
174,5,W51709526547043-akK0O,Babhul Tree,Vachellia nilotica,19.30166843,76.49785504,39,22,5_10,17,Good,Ward 5,Shubham Daigude,Private,Good
175,5,W51709526552475-akK0O,Babhul Tree,Vachellia nilotica,19.30164153,76.49803877,35,20,5_10,16,Good,Ward 5,Shubham Daigude,Private,Good
176,5,W51709526553172-akK0O,Babhul Tree,Vachellia nilotica,19.30160324,76.49800759,39,22,5_10,17,Good,Ward 5,Shubham Daigude,Private,Good
177,5,W51709526554493-akK0O,Babhul Tree,Vachellia nilotica,19.30165197,76.49800524,36,21,5_10,16,Good,Ward 5,Shubham Daigude,Private,Good
