SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
27,1,W11709438980028-lPbwo,Neem Tree,Azadirachta indica,19.32121477,76.50563546,92,53,heritage,41,Good,Ward 1,Pravin More,Private,Good
28,1,W11709439031153-lPbwo,Neem Tree,Azadirachta indica,19.32033677,76.50568139,87,50,heritage,39,Good,Ward 1,Pravin More,Private,Good
29,1,W11709439032773-lPbwo,Neem Tree,Azadirachta indica,19.32030355,76.50547586,87,50,heritage,39,Good,Ward 1,Pravin More,Private,Good
30,1,W11709439096895-lPbwo,Neem Tree,Azadirachta indica,19.32304351,76.50581785,85,49,heritage,38,Good,Ward 1,Pravin More,Private,Good
31,1,W11709439097736-lPbwo,Neem Tree,Azadirachta indica,19.32292676,76.50565926,87,50,heritage,39,Good,Ward 1,Pravin More,Private,Good
32,1,W11709439098711-lPbwo,Neem Tree,Azadirachta indica,19.32284292,76.50557075,80,46,heritage,36,Good,Ward 1,Pravin More,Private,Good
33,1,W11709439100719-lPbwo,Neem Tree,Azadirachta indica,19.32349689,76.50554761,96,55,heritage,43,Good,Ward 1,Pravin More,Private,Good
34,1,W11709439101948-lPbwo,Neem Tree,Azadirachta indica,19.3229353,76.50530219,89,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
35,1,W11709439102577-lPbwo,Neem Tree,Azadirachta indica,19.32275053,76.50522172,70,40,heritage,31,Good,Ward 1,Pravin More,Private,Good
36,1,W11709439103155-lPbwo,Neem Tree,Azadirachta indica,19.32290366,76.50509499,95,54,heritage,43,Good,Ward 1,Pravin More,Private,Good
37,1,W11709439109547-lPbwo,Neem Tree,Azadirachta indica,19.32236295,76.5057585,98,56,heritage,44,Good,Ward 1,Pravin More,Private,Good
38,1,W11709439111875-lPbwo,Neem Tree,Azadirachta indica,19.32262397,76.50592178,90,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
39,1,W11709439120911-lPbwo,Neem Tree,Azadirachta indica,19.32330168,76.50455553,94,54,heritage,42,Good,Ward 1,Pravin More,Private,Good
40,1,W11709439121894-lPbwo,Neem Tree,Azadirachta indica,19.32320803,76.50444623,89,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
41,1,W11709439124089-lPbwo,Neem Tree,Azadirachta indica,19.32374811,76.50491964,90,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
42,1,W11709439132876-lPbwo,Neem Tree,Azadirachta indica,19.32372564,76.50521401,70,40,heritage,31,Good,Ward 1,Pravin More,Private,Good
43,1,W11709439134684-lPbwo,Neem Tree,Azadirachta indica,19.32415941,76.50494814,83,47,heritage,37,Good,Ward 1,Pravin More,Private,Good
44,1,W11709439137929-lPbwo,Neem Tree,Azadirachta indica,19.32439543,76.50578666,81,46,heritage,36,Good,Ward 1,Pravin More,Private,Good
45,1,W11709439139375-lPbwo,Neem Tree,Azadirachta indica,19.32447864,76.50615983,97,55,heritage,43,Good,Ward 1,Pravin More,Private,Good
46,1,W11709439139968-lPbwo,Neem Tree,Azadirachta indica,19.32478997,76.50549732,77,44,heritage,35,Good,Ward 1,Pravin More,Private,Good
47,1,W11709439140572-lPbwo,Neem Tree,Azadirachta indica,19.32468176,76.50604315,89,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
48,1,W11709439145808-lPbwo,Neem Tree,Azadirachta indica,19.32463114,76.50575716,93,53,heritage,42,Good,Ward 1,Pravin More,Private,Good
49,1,W11709440142244-h9mUY,banyan Tree,Ficus benghalensis,19.32320328,76.50304344,79,45,heritage,35,Good,Ward 1,Pravin More,Government,Good
50,1,W11709440179954-h9mUY,peepal Tree,Ficus religiosa,19.32297643,76.50317118,89,51,heritage,40,Good,Ward 1,Pravin More,Government,Good
51,1,W11709440276176-lPbwo,Tamarind Tree,Tamarindus indica,19.31846592,76.50353059,71,41,heritage,32,Good,Ward 1,Pravin More,Private,Good
52,1,W11709440278215-lPbwo,Tamarind Tree,Tamarindus indica,19.31901171,76.50379445,89,51,heritage,40,Good,Ward 1,Pravin More,Private,Good
53,1,W11709440283731-lPbwo,Tamarind Tree,Tamarindus indica,19.31890603,76.50306724,81,46,heritage,36,Good,Ward 1,Pravin More,Private,Good
54,1,W11709440290075-lPbwo,Tamarind Tree,Tamarindus indica,19.3178616,76.50252074,70,40,heritage,31,Good,Ward 1,Pravin More,Private,Good
55,1,W11709440290983-lPbwo,Tamarind Tree,Tamarindus indica,19.31762493,76.50268503,83,47,heritage,37,Good,Ward 1,Pravin More,Private,Good
56,1,W11709440291817-lPbwo,Tamarind Tree,Tamarindus indica,19.31785274,76.50279533,100,57,heritage,45,Good,Ward 1,Pravin More,Private,Good
57,1,W11709440292915-lPbwo,Tamarind Tree,Tamarindus indica,19.31805049,76.50244597,70,40,heritage,31,Good,Ward 1,Pravin More,Private,Good
58,1,W11709440294566-lPbwo,Tamarind Tree,Tamarindus indica,19.31804543,76.5028701,93,53,heritage,42,Good,Ward 1,Pravin More,Private,Good
59,1,W11709440298622-lPbwo,Tamarind Tree,Tamarindus indica,19.31774263,76.50310513,88,50,heritage,39,Good,Ward 1,Pravin More,Private,Good
60,1,W11709440305558-lPbwo,Tamarind Tree,Tamarindus indica,19.31914333,76.50329322,70,40,heritage,31,Good,Ward 1,Pravin More,Private,Good
61,1,W11709442617043-lPbwo,Neem Tree,Azadirachta indica,19.31103672,76.50438957,85,49,heritage,38,Good,Ward 1,Amol Londhe,Private,Good
62,1,W11709445252549-MZ1ci,Neem Tree,Azadirachta indica,19.32168493,76.49858024,92,53,heritage,41,Good,Ward 1,Amol Londhe,Private,Good
63,1,W11709445274676-lPbwo,Neem Tree,Azadirachta indica,19.30513141,76.49607137,87,50,heritage,39,Good,Ward 1,Amol Londhe,Government,Good
64,1,W11709445321680-lPbwo,peepal Tree,Ficus religiosa,19.30525513,76.49657596,77,44,heritage,35,Good,Ward 1,Amol Londhe,Government,Good
65,1,W11709465352928-lPbwo,peepal Tree,Ficus religiosa,19.30924519,76.49653137,91,52,heritage,41,Good,Ward 1,Bhau Madane,Private,Good
66,1,W11709466075867-lPbwo,Tamarind Tree,Tamarindus indica,19.30981125,76.49689145,77,44,heritage,35,Good,Ward 1,Bhau Madane,Private,Good
67,1,W11709466086371-lPbwo,Tamarind Tree,Tamarindus indica,19.30991789,76.49667118,83,47,heritage,37,Good,Ward 1,Bhau Madane,Private,Good
68,1,W11709471235373-ZA33J,Tamarind Tree,Tamarindus indica,19.31279755,76.49917603,100,57,heritage,45,Good,Ward 1,Bhau Madane,Government,Good
69,1,W11709471542952-ZA33J,Conocarpus ,sericeus Fors ex DC,19.31215176,76.49874385,73,42,heritage,33,Good,Ward 1,Bhau Madane,Government,Good
70,1,W11709610031188-akK0O,peepal Tree,Ficus religiosa,19.31061843,76.4974279,92,53,heritage,41,Good,Ward 1,Bhau Madane,Government,Good
71,3,W31709517468092-akK0O,Neem Tree,Azadirachta indica,19.30481562,76.49605963,100,57,heritage,45,Good,Ward 3,Mahendra Maharnwar,Government,Good
72,3,W31709517591533-akK0O,Tamarind Tree,Tamarindus indica,19.30439952,76.49663631,95,54,heritage,43,Good,Ward 3,Mahendra Maharnwar,Government,Good
73,3,W31709518228602-akK0O,Neem Tree,Azadirachta indica,19.30404481,76.49746142,97,55,heritage,43,Good,Ward 3,Mahendra Maharnwar,Private,Good
74,3,W31709518229403-akK0O,Neem Tree,Azadirachta indica,19.30408847,76.49746913,99,57,heritage,44,Good,Ward 3,Mahendra Maharnwar,Private,Good
75,3,W31709518233619-akK0O,Neem Tree,Azadirachta indica,19.30412708,76.49744432,84,48,heritage,38,Good,Ward 3,Mahendra Maharnwar,Private,Good
76,3,W31709518234784-akK0O,Neem Tree,Azadirachta indica,19.30416315,76.49745706,91,52,heritage,41,Good,Ward 3,Mahendra Maharnwar,Private,Good
77,3,W31709518733428-akK0O,Tamarind Tree,Tamarindus indica,19.30338601,76.49683312,70,40,heritage,31,Good,Ward 3,Mahendra Maharnwar,Private,Good
78,3,W31709518753644-akK0O,Neem Tree,Azadirachta indica,19.30325437,76.49704166,73,42,heritage,33,Good,Ward 3,Mahendra Maharnwar,Private,Good
79,3,W31709518753955-akK0O,Neem Tree,Azadirachta indica,19.30330089,76.49693973,82,47,heritage,37,Good,Ward 3,Mahendra Maharnwar,Private,Good
80,3,W31709518965087-akK0O,Peepal Tree,Ficus religiosa,19.30340056,76.49720997,90,51,heritage,40,Good,Ward 3,Mahendra Maharnwar,Private,Good
81,3,W31709518984464-akK0O,Neem Tree,Azadirachta indica,19.30341132,76.497159,93,53,heritage,42,Good,Ward 3,Mahendra Maharnwar,Private,Good
82,3,W31709520203293-akK0O,Neem Tree,Azadirachta indica,19.30510293,76.49910159,88,50,heritage,39,Good,Ward 3,Mahendra Maharnwar,Private,Good
83,3,W31709520723698-akK0O,Banyan Tree,Ficus benghalensis,19.30459285,76.49916597,92,53,heritage,41,Good,Ward 3,Mahendra Maharnwar,Private,Good
84,3,W31709520740873-akK0O,Neem Tree,Azadirachta indica,19.30456533,76.49975974,86,49,heritage,39,Good,Ward 3,Mahendra Maharnwar,Private,Good
85,3,W31709520749519-akK0O,Subabul Tree,Leucaena leucocephala,19.30461026,76.49954718,98,56,heritage,44,Good,Ward 3,Mahendra Maharnwar,Private,Good
86,4,W41709463942344-WEd1a,Peepal Tree,Ficus religiosa,19.29971446,76.49388738,89,51,heritage,40,Good,Ward 4,Pravin More,Government,Good
87,4,W41709463961928-WEd1a,Tamarind Tree,Tamarindus indica,19.29963187,76.49406843,74,42,heritage,33,Good,Ward 4,Pravin More,Government,Good
88,4,W41709463974670-WEd1a,Rain Tree,Samanea saman,19.29973819,76.49397321,92,53,heritage,41,Good,Ward 4,Pravin More,Government,Good
89,4,W41709464177979-WEd1a,Neem Tree,Azadirachta indica,19.29987173,76.49270687,89,51,heritage,40,Good,Ward 4,Pravin More,Government,Good
90,4,W41709464203646-WEd1a,Neem Tree,Azadirachta indica,19.30050997,76.49455056,85,49,heritage,38,Good,Ward 4,Pravin More,Government,Good
91,4,W41709550795119-akK0O,Peepal Tree,Ficus religiosa,19.30397045,76.49396013,86,49,heritage,39,Good,Ward 4,Pravin More,Government,Good
92,4,W41709553157592-akK0O,Banyan Tree,Ficus benghalensis,19.30231806,76.49121489,93,53,heritage,42,Good,Ward 4,Pravin More,Private,Good
93,4,W41709553161173-akK0O,Banyan Tree,Ficus benghalensis,19.30225857,76.49121154,83,47,heritage,37,Good,Ward 4,Pravin More,Private,Good
94,4,W41709553163214-akK0O,Banyan Tree,Ficus benghalensis,19.30226806,76.49131548,79,45,heritage,35,Good,Ward 4,Pravin More,Private,Good
95,4,W41709553163918-akK0O,Banyan Tree,Ficus benghalensis,19.30232534,76.49129871,95,54,heritage,43,Good,Ward 4,Pravin More,Private,Good
96,4,W41709553188665-akK0O,Banyan Tree,Ficus benghalensis,19.30217883,76.49115387,100,57,heritage,45,Good,Ward 4,Pravin More,Private,Good
97,4,W41709553189035-akK0O,Banyan Tree,Ficus benghalensis,19.30207441,76.49109855,80,46,heritage,36,Good,Ward 4,Pravin More,Private,Good
98,4,W41709553189413-akK0O,Banyan Tree,Ficus benghalensis,19.30213611,76.49121322,92,53,heritage,41,Good,Ward 4,Pravin More,Private,Good
99,4,W41709553189987-akK0O,Banyan Tree,Ficus benghalensis,19.30209118,76.49121422,88,50,heritage,39,Good,Ward 4,Pravin More,Private,Good
100,4,W41709553191407-akK0O,Banyan Tree,Ficus benghalensis,19.30219149,76.49123602,93,53,heritage,42,Good,Ward 4,Pravin More,Private,Good
101,4,W41709553192187-akK0O,Banyan Tree,Ficus benghalensis,19.30218484,76.49138857,96,55,heritage,43,Good,Ward 4,Pravin More,Private,Good
102,4,W41709553192707-akK0O,Banyan Tree,Ficus benghalensis,19.30214529,76.49130307,87,50,heritage,39,Good,Ward 4,Pravin More,Private,Good
103,4,W41709553193471-akK0O,Banyan Tree,Ficus benghalensis,19.30221459,76.49132419,84,48,heritage,38,Good,Ward 4,Pravin More,Private,Good
104,4,W41709553194108-akK0O,Banyan Tree,Ficus benghalensis,19.30218136,76.49128731,94,54,heritage,42,Good,Ward 4,Pravin More,Private,Good
105,4,W41709553194778-akK0O,Banyan Tree,Ficus benghalensis,19.30222661,76.49121221,91,52,heritage,41,Good,Ward 4,Pravin More,Private,Good
106,4,W41709553196602-akK0O,Banyan Tree,Ficus benghalensis,19.30229338,76.49118505,93,53,heritage,42,Good,Ward 4,Pravin More,Private,Good
107,4,W41709553198002-akK0O,Banyan Tree,Ficus benghalensis,19.3023554,76.49126384,73,42,heritage,33,Good,Ward 4,Pravin More,Private,Good
108,4,W41709553198326-akK0O,Banyan Tree,Ficus benghalensis,19.30244874,76.4912967,94,54,heritage,42,Good,Ward 4,Pravin More,Private,Good
109,4,W41709553200218-akK0O,Banyan Tree,Ficus benghalensis,19.3024228,76.49139795,92,53,heritage,41,Good,Ward 4,Pravin More,Private,Good
110,4,W41709554205050-akK0O,Peepal Tree,Ficus religiosa,19.30009734,76.49219021,73,42,heritage,33,Good,Ward 4,Pravin More,Government,Good
111,4,W41709554224475-akK0O,Peepal Tree,Ficus religiosa,19.30057959,76.49278399,90,51,heritage,40,Good,Ward 4,Pravin More,Government,Good
112,4,W41709555657055-akK0O,Peepal Tree,Ficus religiosa,19.3027696,76.49526805,75,43,heritage,34,Good,Ward 4,Vivek Hake,Private,Good
113,4,W41709557070443-akK0O,Tamarind Tree,Tamarindus indica,19.30675687,76.49562847,88,50,heritage,39,Good,Ward 4,Vivek Hake,Private,Good
114,4,W41709557077108-akK0O,Tamarind Tree,Tamarindus indica,19.3068056,76.49560735,95,54,heritage,43,Good,Ward 4,Vivek Hake,Private,Good
115,4,W41709557531563-akK0O,Peepal Tree,Ficus religiosa,19.30875474,76.49621151,78,45,heritage,35,Good,Ward 4,Vivek Hake,Government,Good
116,4,W41709557547956-akK0O,Banyan Tree,Ficus benghalensis,19.3087674,76.49618033,78,45,heritage,35,Good,Ward 4,Vivek Hake,Government,Good
117,4,W41709557555725-akK0O,Ashoka Tree,Saraca asoca,19.30884302,76.49623264,80,46,heritage,36,Good,Ward 4,Vivek Hake,Government,Good
118,4,W41709557763150-akK0O,Banyan Tree,Ficus benghalensis,19.3096252,76.49645358,96,55,heritage,43,Good,Ward 4,Vivek Hake,Government,Good
119,4,W41709557802741-akK0O,Neem Tree,Azadirachta indica,19.30999636,76.49638485,91,52,heritage,41,Good,Ward 4,Vivek Hake,Government,Good
120,4,W41709557803198-akK0O,Neem Tree,Azadirachta indica,19.309978,76.49646264,89,51,heritage,40,Good,Ward 4,Vivek Hake,Government,Good
121,4,W41709557803621-akK0O,Neem Tree,Azadirachta indica,19.30995775,76.49641234,82,47,heritage,37,Good,Ward 4,Vivek Hake,Government,Good
122,4,W41709557806020-akK0O,Neem Tree,Azadirachta indica,19.30985492,76.49640296,100,57,heritage,45,Good,Ward 4,Vivek Hake,Government,Good
123,4,W41709557821234-akK0O,Tamarind Tree,Tamarindus indica,19.30980144,76.49655517,84,48,heritage,38,Good,Ward 4,Vivek Hake,Government,Good
124,4,W41709557824696-akK0O,Tamarind Tree,Tamarindus indica,19.30984511,76.49663128,94,54,heritage,42,Good,Ward 4,Vivek Hake,Government,Good
125,4,W41709605150337-akK0O,Nilgiri Tree,Eucalyptus globulus,19.31095477,76.4959956,93,53,heritage,42,Good,Ward 4,Akshay Hake,Government,Good
126,4,W41709605196258-akK0O,Banyan Tree,Ficus benghalensis,19.31080922,76.49641402,71,41,heritage,32,Good,Ward 4,Akshay Hake,Government,Good
127,4,W41709605198103-akK0O,Banyan Tree,Ficus benghalensis,19.31078961,76.49644889,85,49,heritage,38,Good,Ward 4,Akshay Hake,Government,Good
128,4,W41709605210394-akK0O,Mango Tree,Mangifera indica,19.31080796,76.49631847,93,53,heritage,42,Good,Ward 4,Akshay Hake,Government,Good
129,4,W41709605263480-akK0O,Tamarind Tree,Tamarindus indica,19.31075448,76.49566133,86,49,heritage,39,Good,Ward 4,Akshay Hake,Government,Good
130,4,W41709605266627-akK0O,Tamarind Tree,Tamarindus indica,19.31081207,76.49564926,98,56,heritage,44,Good,Ward 4,Akshay Hake,Government,Good
131,4,W41709605285291-akK0O,saptaparni tree,Alstonia scholaris,19.31076967,76.4960489,73,42,heritage,33,Good,Ward 4,Akshay Hake,Government,Good
132,4,W41709605318089-akK0O,Drumstick Tree,Moringa oleifera,19.31066747,76.49591647,92,53,heritage,41,Good,Ward 4,Akshay Hake,Government,Good
133,5,W51709524204607-akK0O,Peepal Tree,Ficus religiosa,19.30282213,76.49588093,83,47,heritage,37,Good,Ward 5,Vivek Hake,Private,Good
134,5,W51709524915432-akK0O,Neem Tree,Azadirachta indica,19.30197726,76.49584405,79,45,heritage,35,Good,Ward 5,Vivek Hake,Private,Good
135,5,W51709524918358-akK0O,Neem Tree,Azadirachta indica,19.3018874,76.49559494,76,43,heritage,34,Good,Ward 5,Vivek Hake,Private,Good
136,5,W51709524918812-akK0O,Neem Tree,Azadirachta indica,19.30195606,76.49558455,81,46,heritage,36,Good,Ward 5,Vivek Hake,Private,Good
137,5,W51709525760134-akK0O,Peepal Tree,Ficus religiosa,19.30217662,76.49700746,91,52,heritage,41,Good,Ward 5,Vivek Hake,Private,Good
138,5,W51709525993003-akK0O,Peepal Tree,Ficus religiosa,19.30250602,76.49750367,93,53,heritage,42,Good,Ward 5,Vivek Hake,Private,Good
139,5,W51709525994040-akK0O,Peepal Tree,Ficus religiosa,19.30258228,76.49747416,93,53,heritage,42,Good,Ward 5,Vivek Hake,Private,Good
140,5,W51709526064983-akK0O,Peepal Tree,Ficus religiosa,19.3022823,76.49742186,88,50,heritage,39,Good,Ward 5,Vivek Hake,Private,Good
141,5,W51709526129418-akK0O,Peepal Tree,Ficus religiosa,19.30232787,76.4977739,99,57,heritage,44,Good,Ward 5,Vivek Hake,Private,Good
142,6,W61709469668981-akK0O,Neem Tree,Azadirachta indica,19.30091975,76.49702087,98,56,heritage,44,Good,Ward 6,Vivek Hake,Private,Good
143,6,W61709471518482-akK0O,Neem Tree,Azadirachta indica,19.30220478,76.49700578,84,48,heritage,38,Good,Ward 7,Vivek Hake,Private,Good
144,6,W61709471705550-akK0O,Neem Tree,Azadirachta indica,19.30286453,76.49656825,88,50,heritage,39,Good,Ward 8,Vivek Hake,Private,Good
145,6,W61709471706588-akK0O,Neem Tree,Azadirachta indica,19.30287181,76.49649415,89,51,heritage,40,Good,Ward 9,Vivek Hake,Private,Good
146,6,W61709471734068-akK0O,Neem Tree,Azadirachta indica,19.302837,76.49639592,75,43,heritage,34,Good,Ward 10,Vivek Hake,Private,Good
147,6,W61709471765903-akK0O,Peepal Tree,Ficus religiosa,19.30299332,76.49645124,88,50,heritage,39,Good,Ward 11,Vivek Hake,Private,Good
282,10,W101709375436653-akK0O,Neem Tree,Azadirachta indica,19.29928632,76.48664139,96,55,heritage,43,Good,ward 10,Vivek Hake,Private,Good
283,10,W101709377548265-akK0O,Neem Tree,Azadirachta indica,19.30059098,76.48679964,79,45,heritage,35,Good,ward 10,Vivek Hake,Private,Good
284,10,W101709377978883-akK0O,Neem Tree,Azadirachta indica,19.30142478,76.48710374,76,43,heritage,34,Good,ward 10,Vivek Hake,Private,Good
285,10,W101709377979274-akK0O,Neem Tree,Azadirachta indica,19.30162951,76.48726366,83,47,heritage,37,Good,ward 10,Vivek Hake,Private,Good
286,10,W101709377994487-akK0O,Neem Tree,Azadirachta indica,19.30099886,76.4883751,90,51,heritage,40,Good,ward 10,Vivek Hake,Private,Good
287,10,W101709379975176-akK0O,Neem Tree,Azadirachta indica,19.30151148,76.48927029,85,49,heritage,38,Good,ward 10,Vivek Hake,Private,Good
288,10,W101709380000457-akK0O,Neem Tree,Azadirachta indica,19.30123207,76.48938797,97,55,heritage,43,Good,ward 10,Vivek Hake,Private,Good
289,10,W101709380057002-akK0O,Neem Tree,Azadirachta indica,19.30163742,76.48889411,72,41,heritage,32,Good,ward 10,Vivek Hake,Private,Good
290,10,W101709380066107-akK0O,Neem Tree,Azadirachta indica,19.30234875,76.48884449,75,43,heritage,34,Good,ward 10,Vivek Hake,Private,Good
291,10,W101709380066771-akK0O,Neem Tree,Azadirachta indica,19.30236173,76.48959786,76,43,heritage,34,Good,ward 10,Vivek Hake,Private,Good
292,10,W101709380085287-akK0O,Neem Tree,Azadirachta indica,19.30322748,76.49065163,87,50,heritage,39,Good,ward 10,Vivek Hake,Private,Good
293,10,W101709380085885-akK0O,Neem Tree,Azadirachta indica,19.30335057,76.49059832,97,55,heritage,43,Good,ward 10,Vivek Hake,Private,Good
294,10,W101709380086426-akK0O,Neem Tree,Azadirachta indica,19.30337936,76.49028048,87,50,heritage,39,Good,ward 10,Vivek Hake,Private,Good
295,10,W101709380089669-akK0O,Neem Tree,Azadirachta indica,19.30330342,76.48997437,90,51,heritage,40,Good,ward 10,Vivek Hake,Private,Good
296,10,W101709380090437-akK0O,Neem Tree,Azadirachta indica,19.30333854,76.48956131,75,43,heritage,34,Good,ward 10,Vivek Hake,Private,Good
297,10,W101709380093292-akK0O,Neem Tree,Azadirachta indica,19.3034822,76.48948722,82,47,heritage,37,Good,ward 10,Vivek Hake,Private,Good
298,10,W101709380093677-akK0O,Neem Tree,Azadirachta indica,19.30353441,76.48921296,98,56,heritage,44,Good,ward 10,Vivek Hake,Private,Good
299,10,W101709380094234-akK0O,Neem Tree,Azadirachta indica,19.30395779,76.48945939,73,42,heritage,33,Good,ward 10,Vivek Hake,Private,Good
300,10,W101709380097218-akK0O,Neem Tree,Azadirachta indica,19.30385875,76.48917474,99,57,heritage,44,Good,ward 10,Vivek Hake,Private,Good
301,10,W101709380097756-akK0O,Neem Tree,Azadirachta indica,19.30349929,76.48866814,95,54,heritage,43,Good,ward 10,Vivek Hake,Private,Good
302,10,W101709380098277-akK0O,Neem Tree,Azadirachta indica,19.30386128,76.48849279,78,45,heritage,35,Good,ward 10,Vivek Hake,Private,Good
303,10,W101709381765150-akK0O,peepal Tree,Ficus religiosa,19.2985775,76.48842372,83,47,heritage,37,Good,ward 10,Vivek Hake,Private,Good
304,10,W101709381768054-akK0O,peepal Tree,Ficus religiosa,19.2983598,76.48851592,89,51,heritage,40,Good,ward 10,Vivek Hake,Private,Good
305,10,W101709381775723-akK0O,peepal Tree,Ficus religiosa,19.2985139,76.48836371,91,52,heritage,41,Good,ward 10,Vivek Hake,Private,Good
306,10,W101709382210866-akK0O,Conocarpus ,sericeus Fors ex DC,19.29832657,76.4889092,70,40,heritage,31,Good,ward 10,Vivek Hake,Private,Good
307,10,W101709382211860-akK0O,Conocarpus ,sericeus Fors ex DC,19.29843099,76.48895379,89,51,heritage,40,Good,ward 10,Vivek Hake,Private,Good
308,10,W101709382215522-akK0O,Conocarpus ,sericeus Fors ex DC,19.29804589,76.48874961,89,51,heritage,40,Good,ward 10,Vivek Hake,Private,Good
309,10,W101709382218847-akK0O,Conocarpus ,sericeus Fors ex DC,19.29797437,76.48868993,96,55,heritage,43,Good,ward 10,Vivek Hake,Private,Good
310,10,W101709382220230-akK0O,Conocarpus ,sericeus Fors ex DC,19.29781837,76.48863729,76,43,heritage,34,Good,ward 10,Vivek Hake,Private,Good
311,10,W101709382223374-akK0O,Conocarpus ,sericeus Fors ex DC,19.29773641,76.48861717,74,42,heritage,33,Good,ward 10,Vivek Hake,Private,Good
312,10,W101709382240509-akK0O,Conocarpus ,sericeus Fors ex DC,19.29742757,76.489277,72,41,heritage,32,Good,ward 10,Vivek Hake,Private,Good
